Order Number,Item,Pinyin,Frequency
2727,克鲁 克山,ke4 lu3   ke4 shan1,23
2749,克鲁姆 的,ke4 lu3 mu3   de,22
4371,和 克鲁姆,he2   ke4 lu3 mu3,16
5210,着 克鲁姆,zhe   ke4 lu3 mu3,13
10062,把 克鲁克山,ba3   ke4 lu3 ke4 shan1,8
10312,克鲁克山 的,ke4 lu3 ke4 shan1   de,8
12238,是 克鲁姆,shi4   ke4 lu3 mu3,7
13962,克鲁姆 就,ke4 lu3 mu3   jiu4,6
13963,克鲁姆 和,ke4 lu3 mu3   he2,6
16331,了 克鲁姆,le   ke4 lu3 mu3,5
17031,芙蓉 和 克鲁姆,fu2 rong2   he2   ke4 lu3 mu3,5
17762,克鲁姆 也,ke4 lu3 mu3   ye3,5
17769,克鲁姆 说,ke4 lu3 mu3   shuo1,5
19429,是 克鲁克山,shi4   ke4 lu3 ke4 shan1,5
19741,望 着 克鲁姆,wang4   zhe   ke4 lu3 mu3,5
20473,的 克鲁姆,de   ke4 lu3 mu3,5
20474,的 克鲁克山,de   ke4 lu3 ke4 shan1,5
