Order Number,Item,Pinyin,Frequency
1924,点 地图,dian3   di4 tu2,29
1996,活 点 地图,huo2   dian3   di4 tu2,29
3263,在 图书馆,zai4   tu2 shu1 guan3,20
4066,地图 上,di4 tu2   shang4,16
5377,着 地图,zhe   di4 tu2,13
7596,去 图书馆,qu4   tu2 shu1 guan3,10
9171,图书馆 里,tu2 shu1 guan3   li3,9
10630,张 地图,zhang1   di4 tu2,8
10726,的 地图,de   di4 tu2,8
11422,这 张 地图,zhe4   zhang1   di4 tu2,7
11712,到 图书馆,dao4   tu2 shu1 guan3,7
12797,的 图书馆,de   tu2 shu1 guan3,7
12798,的 图画,de   tu2 hua4,7
13126,地图 的,di4 tu2   de,6
14758,把 地图,ba3   di4 tu2,6
15746,图书馆 的,tu2 shu1 guan3   de,6
15863,在 图书馆 里,zai4   tu2 shu1 guan3   li3,6
17281,试图 把,shi4 tu2   ba3,5
18201,人 试图,ren2   shi4 tu2,5
18602,从 图书馆,cong2   tu2 shu1 guan3,5
20570,在 地图 上,zai4   di4 tu2   shang4,5
20576,在 地图,zai4   di4 tu2,5
20972,盯 着 地图,ding1   zhe   di4 tu2,5
