Order Number,Item,Pinyin,Frequency
272,他们 俩,ta1 men   lia3,116
866,你们 俩,ni3 men   lia3,54
2342,俩 都,lia3   dou1,25
4201,我们 俩,wo3 men   lia3,16
4971,他们 俩 都,ta1 men   lia3   dou1,14
6049,俩 的,lia3   de,12
7208,了 他们 俩,le   ta1 men   lia3,10
7639,他们 俩 的,ta1 men   lia3   de,10
11249,你们 俩 都,ni3 men   lia3   dou1,7
11320,俩 在,lia3   zai4,7
11415,兄弟 俩,xiong1 di4   lia3,7
14605,俩 中间,lia3   zhong1 jian1,6
14610,俩 也,lia3   ye3,6
16320,着 他们 俩,zhe   ta1 men   lia3,5
16993,她们 俩,ta1 men   lia3,5
17391,俩 一起,lia3   yi4 qi3,5
17405,俩 不,lia3   bu4,5
20499,在 他们 俩,zai4   ta1 men   lia3,5
