Order Number,Item,Pinyin,Frequency
5715,今天 是,jin1 tian1   shi4,13
5992,今天 早晨,jin1 tian1   zao3 chen2,12
7516,今晚 的,jin1 wan3   de,10
7612,我们 今天,wo3 men   jin1 tian1,10
8201,你 今晚,ni3   jin1 wan3,9
8542,今天 下午,jin1 tian1   xia4 wu3,9
8549,今天 晚上,jin1 tian1   wan3 shang4,9
11255,你 今年,ni3   jin1 nian2,7
11720,今天 早上,jin1 tian1   zao3 shang4,7
11726,今晚 就,jin1 wan3   jiu4,7
13322,你 今天,ni3   jin1 tian1,6
14422,今天 的,jin1 tian1   de,6
14424,今天 要,jin1 tian1   yao4,6
14512,我 今晚,wo3   jin1 wan3,6
14627,我们 今晚,wo3 men   jin1 wan3,6
14727,他 今晚,ta1   jin1 wan3,6
15796,在 今晚,zai4   jin1 wan3,6
17597,就 在 今晚,jiu4   zai4   jin1 wan3,5
18464,今天 不,jin1 tian1   bu4,5
18475,今天 夜里,jin1 tian1   ye4 li3,5
18483,今年 的,jin1 nian2   de,5
18495,今晚 我,jin1 wan3   wo3,5
