Order Number,Item,Pinyin,Frequency
319,死 了,si3   le,104
1747,杀死 了,sha1 si3   le,32
3557,他 死,ta1   si3,18
3773,已经 死,yi3 jing1   si3,17
3777,个 食死徒,ge4   shi2 si3 tu2,17
3968,已经 死 了,yi3 jing1   si3   le,17
4295,死 的,si3   de,16
4336,的 食死徒,de   shi2 si3 tu2,16
5247,杀死 我,sha1 si3   wo3,13
5635,死去 的,si3 qu4   de,13
5803,他 死 了,ta1   si3   le,12
6236,死死 地,si3 si3   di4,12
6931,要 死,yao4   si3,11
7030,就 死,jiu4   si3,11
7838,杀死 他,sha1 si3   ta1,10
8235,一 个 食死徒,yi1   ge4   shi2 si3 tu2,9
8252,你 死,ni3   si3,9
9011,死亡 的,si3 wang2   de,9
9116,就 死 了,jiu4   si3   le,9
9246,的 死,de   si3,9
9541,要 死 了,yao4   si3   le,8
9611,封死 了,feng1 si3   le,8
9663,死死 盯,si3 si3   ding1,8
9794,被 杀死,bei4   sha1 si3,8
9917,该死 的,gai1 si3   de,8
10467,死死 盯 着,si3 si3   ding1   zhe,8
11227,被 封死,bei4   feng1 si3,7
11244,要 杀死,yao4   sha1 si3,7
11645,食死徒 的,shi2 si3 tu2   de,7
12056,只 死,zhi3   si3,7
12307,是 食死徒,shi4   shi2 si3 tu2,7
12505,死 老鼠,si3   lao3 shu3,7
12506,死亡 预兆,si3 wang2   yu4 zhao4,7
12580,没有 死,mei2 you3   si3,7
12945,伏地魔 杀死,fu2 di4 mo2   sha1 si3,7
13039,会 死,hui4   si3,7
13454,而 死,er2   si3,6
13476,不 死,bu4   si3,6
14296,食 死 徒,shi2   si3   tu2,6
14297,食 死,shi2   si3,6
14299,食 死徒,shi2   si3 tu2,6
15193,他 杀死,ta1   sha1 si3,6
15310,杀死 了 我,sha1 si3   le   wo3,6
15312,杀死 的,sha1 si3   de,6
15313,杀死 你,sha1 si3   ni3,6
15416,死 徒,si3   tu2,6
15417,死死 地 盯,si3 si3   di4   ding1,6
15418,死死 地 盯 着,si3 si3   di4   ding1   zhe,6
15496,都 死,dou1   si3,6
15974,的 死亡,de   si3 wang2,6
16284,眼睛 死死,yan3 jing1   si3 si3,5
16956,你 死 了,ni3   si3   le,5
17296,该 死,gai1   si3,5
17310,害死 了,hai4 si3   le,5
17970,都 死 了,dou1   si3   le,5
18426,快 要 死,kuai4   yao4   si3,5
19195,一 只 死,yi1   zhi3   si3,5
19399,是 个 食死徒,shi4   ge4   shi2 si3 tu2,5
19517,是 死,shi4   si3,5
19962,死 后,si3   hou4,5
19963,死 在,si3   zai4,5
19966,死于 车祸,si3 yu2   che1 huo4,5
19971,死死 盯 着 哈利,si3 si3   ding1   zhe   ha1 li4,5
