Order Number,Item,Pinyin,Frequency
374,个 星期,ge4   xing1 qi1,93
2024,一 个 星期,yi1   ge4   xing1 qi1,28
2694,一 星期,yi1   xing1 qi1,23
4189,两 个 星期,liang3   ge4   xing1 qi1,16
4561,几 个 星期,ji3   ge4   xing1 qi1,15
4877,学期 的,xue2 qi1   de,14
6854,星期 前,xing1 qi1   qian2,11
7754,星期 后,xing1 qi1   hou4,10
8281,学期 结束,xue2 qi1   jie2 shu4,9
8392,这 学期,zhe4   xue2 qi1,9
8853,星期 的,xing1 qi1   de,9
8855,星期 里,xing1 qi1   li3,9
10070,上 学期,shang4   xue2 qi1,8
11862,上 个 星期,shang4   ge4   xing1 qi1,7
12212,个 星期 里,ge4   xing1 qi1   li3,7
12216,星期 了,xing1 qi1   le,7
12424,期待 着,qi1 dai4   zhe,7
12873,的 日期,de   ri4 qi1,7
13596,学期 的 最后,xue2 qi1   de   zui4 hou4,6
13597,学期 的 最后 一,xue2 qi1   de   zui4 hou4   yi1,6
15037,个 星期 了,ge4   xing1 qi1   le,6
15038,个 星期 的,ge4   xing1 qi1   de,6
15043,星期 都,xing1 qi1   dou1,6
15393,下 学期,xia4   xue2 qi1,6
15430,每 星期,mei3   xing1 qi1,6
16672,第一 个 星期,di4 yi1   ge4   xing1 qi1,5
17153,学期 开始,xue2 qi1   kai1 shi3,5
18791,一 星期 后,yi1   xing1 qi1   hou4,5
18846,一 星期 前,yi1   xing1 qi1   qian2,5
19307,新 学期,xin1   xue2 qi1,5
19371,星期 就,xing1 qi1   jiu4,5
20405,的 一 个 星期,de   yi1   ge4   xing1 qi1,5
20778,的 第一 个 星期,de   di4 yi1   ge4   xing1 qi1,5
