Item,Frequency
가서 자렴 추락하는 꿈,5
있어 옛,5
있어 예전엔,5
있어 예를 들어,5
있어 오늘도,5
있어 오늘 아침,5
있어 오른쪽,5
말 무시하지,5
있어 오웬,5
말 무슨 말인지 알지,5
말 무슨 뜻인지 알잖아,5
꼴 나고 싶어,5
있어 올해,5
있어 옷을,5
말 뭘로,5
있어 완벽하게,5
있어 완벽하지,5
말 미친 소리 같겠지만,5
말 미친 소리,5
말 믿겠어요,5
꼴 날 거야,5
꼴 난다,5
있어 왔어요,5
있어 왜 그러세요,5
말 믿기,5
말 믿어 나도,5
꼴 된,5
것 같아요 결국,5
것 같아요 걱정 말아요,5
있어 왠지,5
말 믿어 하지만,5
있어 우,5
있어 우리 둘이,5
있어 우리 다시,5
말 믿어줘,5
말 믿어 넌,5
있어 우리 아빠,5
있어 우리 모두에게,5
있어 우리 집에서,5
있어 우리 아빠가,5
있어 우리 모두를,5
있어 우리가 가진,5
있어 우리가 먼저,5
있어 우리가 말하는,5
있어 우리가 아는,5
말 믿지 마세요,5
말 믿죠,5
말 믿을게요,5
말 믿어 내가,5
있어 우리는 이,5
있어 우리끼리,5
있어 우리가 여기,5
있어 우리들,5
있어 우리에,5
있어 우리만의,5
말 사실,5
말 빼고,5
말 바꾸고,5
있어 우리와 함께,5
있어 우린 네,5
꼴 보기 싫으니,5
꼴 보기 싫다고,5
것 같아요 그 말이,5
것 같아요 굉장히,5
가서 자야겠어,5
있어 운,5
있어 워싱턴,5
있어 우주,5
있어 웨스,5
있어 원하는 대로,5
있어 원하는 건,5
있어 위성,5
있어 윈스턴,5
말 수 있는,5
말 소리,5
말 섞으면,5
있어 윌리엄,5
말 시키면,5
있어 으응,5
있어 으악,5
있어 을,5
말 시키지 말고,5
말 시켜요,5
있어 음식,5
말 싫어하는,5
말 신경쓰지마,5
있어 이 기회를,5
있어 이 근처,5
있어 이 사람은,5
말 써요,5
꼴 절대,5
꼴 보여서,5
것 같아요 그것도,5
있어 이건 우리,5
있어 이건 어때,5
있어 이건 내가,5
말 씹냐,5
말 쓰지 말라고,5
있어 이걸 봐,5
있어 이것 때문에,5
말 아니,5
있어 이것들,5
말 아니고,5
말 아는,5
말 쓰지 마요,5
있어 이곳의,5
있어 이러면 안,5
있어 이길 수,5
있어 이곳에,5
있어 이런 건,5
있어 이런 거,5
있어 이런 젠장,5
말 아시아 공주,5
있어 이럴 시간 없어,5
있어 이렇게까지,5
말 아주,5
말 아시아,5
말 아니지,5
꼴 좀 보라고,5
가서 자초지종을,5
있어 이리 와봐,5
있어 이름을,5
있어 이만,5
말 안 나오게,5
말 안 걸,5
있어 이상하게,5
있어 이제 겨우,5
있어 이제 난,5
있어 이전에,5
있어 이봐들,5
꼴로 갈 줄이야 겁나면서,5
있어 이제 막,5
있어 이제부터,5
있어 이제 좀,5
말 안 들었잖아,5
있어 이젠 내,5
있어 이해,5
꼴로 만든 찢어죽일 놈이,5
꼴로 만든 찢어죽일,5
꼴로 만든 게 뭘까요,5
있어 일반,5
있어 일요일,5
있어 일은어땠어,5
말 안 하겠어,5
말 안 하겠다,5
말 안 믿었어,5
꼴로 만든 게,5
꼴로 갈 줄이야,5
있어 잃어버린,5
있어 있잖아요,5
있어 자기가 안,5
꼴로는 서커스에나 가야 돼,5
꼴로는 서커스에나 가야,5
있어 자기를,5
있어 자기가 안 물어봐서,5
말 안 하니까,5
말 안 하려 했는데,5
꼴보기 싫은,5
꼴로는 서커스에나,5
있어 자넬,5
있어 자신이,5
있어 자신들의,5
있어 자리 좀,5
있어 자네한테,5
있어 작전,5
있어 잘 안,5
있어 잘 생각해봐,5
있어 잘 생각해,5
있어 작별,5
꼴은 보기,5
것 같아요 그러지,5
가서 잠 좀 자둬,5
있어 잠깐만 내가,5
있어 잠깐 얘기 좀,5
있어 잠깐 얘기,5
있어 잘됐다,5
있어 잡았다,5
있어 잠은,5
있어 재밌게,5
있어 재닛,5
있어 재원이,5
말 안 한게,5
말 안 한 지,5
꼴을 당한,5
있어 잭이,5
있어 쟤는,5
말 안 한다고 약속해요,5
있어 저 문은,5
꼴을 당했어요,5
있어 저 크롬,5
있어 저 여자가,5
있어 저 크롬 거시기한테,5
있어 저 안에,5
꼴을 당해야,5
있어 저게 뭐야,5
있어 저기 있다,5
있어 저것,5
있어 저길,5
말 안 할 줄,5
것 같아요 그를,5
것 같아요 그렇지만,5
있어 저를,5
있어 저한테,5
꼴을 보고 싶어,5
있어 전에도 경고했지,5
있어 전기,5
있어 전화가,5
있어 전체,5
말 안 해도 아시죠,5
것 같아요 그자가,5
있어 전화하고,5
있어 전화를,5
있어 절대 안 돼,5
있어 정말 대단한,5
말 안 해도 잘,5
말 안 해도 알죠,5
말 안 해도 알겠죠,5
있어 정말 미안해요,5
꼴을 보여서,5
것 같아요 나는,5
가서 장,5
가서 잡으면 돼,5
있어 정신이,5
있어 정신 나간,5
있어 제니퍼,5
있어 제발 내,5
꼴을 봐야 해,5
꼴을 봐 난,5
