Item,Frequency
다친 거지,5
다친 거 아니야,5
다치진 않았어요 잘,5
그녀를 죽이려는,5
안 부장,5
안 부릴,5
안 불렀는데요,5
안 불렀어 진짜,5
다친 건지,5
다친 건데,5
다친 걸까요,5
그녀를 죽이지 않을,5
거리가 없죠,5
안 불쌍해,5
안 불어요,5
다친 겁니까,5
안 불편해요,5
안 붙습니다,5
다친 것 같은데,5
그녀를 죽인거야,5
안 붙잡아,5
거리가 있어서,5
거리가 없어,5
안 빌,5
안 비킬,5
안 비쳐,5
안 빗나갈 거야,5
안 빗나갈,5
안 비싼,5
안 빨아도,5
다친 데는 없니,5
안 빼먹어,5
다친 덴 없어요,5
그녀를 직접,5
그녀를 지켜봐요,5
그녀를 지켜보고,5
그녀를 지켜,5
안 뺏겼어,5
안 뺏을,5
안 뺄 거야,5
안 뽑았어,5
다친 사람은 없어,5
다친 사람도 없잖아 쟤는,5
안 사귀었어,5
안 사도 돼,5
다친 사람은요,5
그녀를 찾고 있어요,5
안 사실인데,5
안 사줄 거야,5
다친데 없지,5
안 산 지,5
안 사줘,5
안 살 거면,5
다칠 거다,5
거리는 걸,5
안 살면,5
안 살잖아요,5
안 살지만,5
안 살지,5
다칠 수 있다,5
다칠 뻔 했잖아,5
다칠 때까지,5
거리는 거,5
거리낄 것,5
안 상위가,5
안 샀잖아,5
안 상위는,5
다칠 수 있어요,5
안 생기고,5
안 생기게 할게,5
안 생기게 할,5
안 생기지,5
안 생기잖아,5
다칠 텐데,5
거리는 우리,5
안 서네요,5
다칠 필요는,5
안 섞는,5
안 서잖아,5
그녀를 찾았지,5
안 세워도,5
안 섹시한데,5
다큐멘터리에서 봤어,5
다큐멘터리를 보고,5
안 셀 거야,5
안 속여요,5
안 셀,5
거리로 나가면,5
거리도 안 돼,5
거리는 얼마나,5
안 순간부터,5
안 숨을,5
안 숨어도,5
다크 로스트,5
안 쉬는 것,5
안 쉬는 거,5
다크 아미와,5
그녀를 찾을 때까지,5
안 쉽니다,5
안 시켜서,5
다크 웹을,5
다크 아미한테,5
안 시켰다고 그럼 누가,5
안 시켰다고 그럼,5
안 시켰다니까 레드리지,5
안 시켰다니까,5
다크넷에 접속할,5
그녀를 찾자,5
거리로 쏟아져,5
다투고 있었다,5
다투고 싶지 않아,5
다투고 나서,5
안 신어도,5
안 신었어요,5
다투는 거야,5
다투기도 했어요,5
다투고 있죠,5
그녀를 추적하는,5
안 싸도 돼,5
안 싸는,5
안 싸우면,5
다투지 마,5
다툼 같은,5
다툰 건,5
그녀를 치료할,5
거리를 걷다,5
안 써 그게,5
다툼이 있었던,5
안 써 나도,5
다하고 있는 거,5
그녀를 태워,5
안 써 우리,5
안 써 당신이,5
거리를 돌아다니고,5
거리를 걸으며,5
안 써본,5
안 써도 되는,5
안 써요 누가,5
안 써요 난,5
다하기 전에,5
그녀를 함정에,5
안 썼는데요,5
다하는 거야 뮤직 큐,5
다하는 거야 뮤직,5
안 썼습니다,5
다하는 거지,5
그녀를 해고했다,5
그녀를 필요로,5
다하도록 해야지 콤바인,5
안 쐈으면,5
다하도록 해야지 콤바인 운전,5
다하도록 해야지,5
다하는 중이에요,5
안 쓰겠어요,5
다하지 않는다면,5
다하지 못한,5
안 쓰기로 했잖아,5
다하지 않은,5
다하지 못하면,5
그녀를 혼란스럽게,5
안 쓰는 것 같아요,5
안 쓰는군요,5
안 쓰는지,5
다한다는 걸,5
다한 거지,5
다한 거죠,5
안 쓰다가,5
다할 뿐이죠,5
다한 거 알아요,5
안 쓰이게,5
안 쓰일,5
다해 네,5
다해 내가,5
다해 내,5
안 쓴 것,5
안 쓴다면서요,5
다해 도울,5
다할 테니,5
안 쓸 거고,5
안 쓸 거,5
안 쓸 거니까,5
안 쓴대,5
안 쓸 걸,5
다해 주세요,5
그녀에 대해 어떻게,5
그녀에 대해 아는 게,5
다해서 바네사,5
다해서 널,5
안 씻는,5
다해서 바네사 밖에서 누가,5
다해서 바네사 밖에서,5
그녀에 대해선,5
다해서 사람들을 거기서,5
다해서 사람들을,5
안 아까울,5
다해서 사람들을 거기서 피난시켜,5
그녀에게 가는,5
거리를 둘 필요가,5
거리를 둘 수,5
거리를 두어야,5
안 아프다,5
안 아프다고,5
다했다는 걸,5
다했다고 생각하는 사람들은,5
다했다고 생각하는,5
다해야 할,5
안 앉으면,5
안 알려 줄,5
안 알려 주고,5
다했어요 그냥,5
안 알려주는,5
안 알려요,5
안 알려줄 거야,5
다행으로 생각해라,5
다했어요 그,5
다행으로 생각해요,5
안 어울려도,5
안 어색해,5
다행이구나 네,5
다행이구나 난,5
그녀에게 그런 말을,5
다행이군 나도,5
안 어울리잖아,5
다행이군 왜,5
그녀에게 꼭,5
거리를 안전하게,5
안 어울릴 거래요,5
안 어울릴 것,5
다행이군요 이,5
