Item,Frequency
도와줄 수 있잖아요,7
여기에 데리고,7
도와줄 수가 없네,7
여기에 두,7
여기에 두고 가지 않을,7
도와줄 수도 있고,7
여기에 둘게,7
그런 자들은,7
여기에 들어,7
여기에 맞지,7
거의 할 수 없다,7
그런 자세,7
여기에 몇 가지,7
여기에 묶어,7
그런 자의,7
조금만 먹어,7
여기에 산다,7
없애 버리는,7
없애 버리면,7
도와줄게 그,7
여기에 서명해 주세요,7
그런 장면,7
도와줄게 나,7
도와줄게 그럼,7
여기에 약간의,7
여기에 어떻게 왔는지,7
여기에 없었다,7
여기에 오고,7
도와줄게 우리,7
도와줄게 정말,7
여기에 온 거예요,7
그런 적 없네,7
그런 적 없는,7
도와줘 괜찮아,7
여기에 왔던,7
여기에 왔었어요,7
거인과 갑옷 거인의,7
여기에 있나요,7
도와줘 넌,7
그런 적 없으니까,7
도와줘 다,7
여기에 있는거,7
조금씩 독창성이,7
여기에 있었,7
조금씩 독창성이 숨어,7
여기에 있었 니,7
거인에 대해,7
여기에 있었는데,7
여기에 있었을,7
여기에 있으니,7
도와줘 안돼,7
여기에 있지 않습니다,7
여기에 전부,7
여기에 차를,7
조금이라도 관련이,7
여기에는 그런,7
도와줘 자,7
여기에도 있어,7
거인의 몸을,7
여기에서 나갈,7
여기에서 멀리,7
여기에서 무슨 일이,7
여기엔 어떻게,7
여기엔 없어요,7
도와줘서 고마워 미안,7
여기엔 우리,7
여기와 여기에,7
여기요 그,7
도와줘서 고맙지만,7
여기요 난,7
여기요 어떻게,7
가족들이 전부,7
도와줘야 하는,7
거인이 되는,7
여기요 잘,7
여기요 저기,7
여기요 한,7
도와줘야 해요 난,7
그런 종류 얘긴,7
여기있는 사람들은,7
그런 종류 얘긴 못한단,7
도와줘요 날,7
거일 뿐이야,7
여기저기 전화를,7
여기저기 전화해서,7
거일 수도 있어,7
도와줘요 어서,7
도와줘요 여기,7
여긴 거,7
여긴 괜찮아요,7
여긴 교수님,7
여긴 교수님 과수원인가요,7
여긴 규칙이,7
여긴 나의,7
도와줬어 내,7
도와줬어요 저,7
도와줬어야 했는데,7
그런 줄 알았지만,7
여긴 내 장소야,7
여긴 내 직장이야,7
도와줬으면 합니다,7
여긴 내 파트너,7
그런 줄로만,7
그런 줄만,7
여긴 내게 안전하지,7
그런 증거가,7
도우러 가야,7
여긴 놀이터가,7
여긴 누구 집이야,7
그런 증거를,7
도우러 오지,7
여긴 늘,7
여긴 대체 뭐지,7
도우려 온,7
여긴 도로가,7
여긴 됐어,7
그런 질문 안,7
도우려 했는데,7
여긴 몇,7
그런 질문을 한,7
도우려고 그랬어요,7
여긴 물이,7
여긴 문제,7
여긴 뭐하는 곳이죠,7
여긴 미국이잖아,7
여긴 미로,7
여긴 버려진,7
여긴 별로,7
여긴 사건,7
여긴 숲 한복판이야,7
여긴 숲,7
여긴 신호가,7
여긴 아무 문제,7
그런 짓 하면 안,7
도우면 돼요,7
도우면서 안에,7
도우면서 안에 있어 너,7
도우면서 안에 있어,7
그런 짓 한 적,7
여긴 어디고,7
여긴 어딥니까,7
여긴 어떻게 들어온,7
여긴 어떻게 들어왔죠,7
여긴 어떻게 들어왔어요,7
여긴 어떻게 알게 된,7
여긴 어쩌다,7
여긴 어떻게 찾았어,7
여긴 어쩐 일로 오셨죠,7
그런 짓은 절대 안,7
거잖아 너희,7
여긴 여기가,7
여긴 에어,7
도울 것이라고,7
여긴 왜 오셨죠,7
여긴 왜 왔는가,7
여긴 왜 왔니,7
여긴 왜요,7
여긴 왠 일이야,7
여긴 우리 집이고,7
여긴 웬,7
거잖아 당신은,7
도울 수 없단,7
여긴 이상 없어,7
조사 결과에 따르면,7
여긴 자네가,7
도울 수 있게 해줘요,7
여긴 제 딸,7
여긴 제 아내,7
여긴 조금,7
그런 짓을 한다고,7
여긴 지구,7
여긴 준비,7
거잖아 못,7
여긴 집이,7
조사 일정으로 그리고 리나타,7
그런 짓을 할 리가,7
도울 수 있다는 것을,7
그런 짓을 할 만한,7
여긴 토마스,7
더 큰 분노를,7
없어 그것에,7
도울 수 있어서 기뻐,7
여길 나갈 거야,7
그런 짓을 해도,7
여길 당장,7
거잖아 세상에,7
여길 떠나기,7
도울 수 있을지 몰라요,7
도울 수 있잖아,7
여길 떠난다,7
거예요 신의,7
도울 수도 있어,7
여길 떠났어,7
여길 떠났어요,7
도울 수있다,7
여길 벗어나고 싶어,7
여길 벗어날 거야,7
여길 보니,7
여길 봐라,7
여길 빠져나가는,7
여길 빠져,7
본인 얘기를,7
거잖아 알겠어,7
도울 텐가,7
여길 오면,7
거잖아 알았어,7
여길 완전히,7
여길 왔어요,7
그런 척 한,7
여길 지킬,7
여길 처음,7
거잖아 여기,7
도움 되지,7
도움 될 게,7
도움 될지도,7
그런 취급을,7
도움 받을 수,7
여는 방법을,7
여는 열쇠가,7
그런 친구는,7
그런 친구들은,7
그런 칭찬은,7
도움 없어도,7
그런 캐릭터,7
여독은 다,7
여동생 일은,7
그런 타입으로,7
여동생에 대한,7
없어 그런 걸,7
도움 주셔서 감사합니다,7
그런 타입의,7
여동생을 위해,7
도움 필요 없다고,7
여동생이 있었어요,7
여동생이 있다는,7
여동생이 한,7
여러 가지 다른,7
도움 필요하면 언제든,7
도움 필요한,7
여러 가지다,7
도움도 되지,7
도움도 받을 수,7
도움도 안 돼요,7
여러 권,7
여러 기관에서,7
여러 나라에서는,7
