Item,Frequency
넌 내 인생을,33
위에 앉아서,33
넌 특별해,33
소식은 내가,33
정말 무서웠어요,33
우리 학교는,33
위해 잘,33
화상을 입는 한,33
고는 소리,33
소식이 없다,33
그 목소리를,33
네 예전,33
원한다면 말이야,33
기다려 줄래,33
하는지 알아야,33
그동안 얼마나,33
여기 맞아,33
화상을 입는 한 넌,33
좀 썼어,33
짓을 하는 거지,33
알아서 해결해,33
파티가 될,33
있는 건지도,33
다시 하게,33
이해하게 될 거야,33
싶어요 오늘,33
당신이 총을,33
낯이 익다,33
신용도 없고 이력 없음,33
그게 진실이야,33
왜 왔니,33
그거야 모르지,33
있으면 안전할,33
생각하는 겁니까,33
회복하는 데,33
있어요 거의,33
거요 왜,33
왜 이런 말을,33
여기 오는 건,33
시계 방향으로,33
줄 몰랐다고,33
그렇게 한다고,33
저쪽에 가서,33
모르잖아 난,33
없을 것 같군요,33
그런 사람도,33
뿌린 대로,33
요원 중 한,33
이 분야,33
가 계속,33
말씀하시는 겁니까,33
다시 얘기,33
알았어요 뭐,33
못 들어서,33
가져가는 게,33
제일 어려운,33
잡을 데,33
일해 본,33
여기 있다고요,33
이제는 내,33
이 카드는,33
이 칼로,33
불리하게 사용될,33
너무 많이 해서,33
사람은 누구예요,33
그 사람이 내,33
도로 봉쇄를,33
그리고 나는 그가,33
돈을 지불해야,33
보다 많은,33
사돈 남,33
관심을 받고,33
관제 센터,33
같은 놈한테,33
아니면 영원히,33
왜 나한테 이런,33
벌써 세 번째,33
같은데요 그럼,33
자신감을 가져,33
준비되는 대로,33
한 명인데,33
건너편에 있는,33
나랑 무슨 상관이야,33
내가 이런 말,33
그 이야기의,33
게 없거든요,33
얼마 줄,33
아니라 넌,33
않는다면 그,33
계속 연락,33
적어도 그건,33
끝났어 넌,33
지금 사는,33
무엇인지 알고,33
나가 있어요,33
넌 누구에게도 의지해 누가,33
사라져야 해,33
제발 왜,33
도시에나 갇혀 있어 널,33
필요할 거라고,33
찾을 거다,33
도시를 지키는,33
앉아서 좀,33
말고 바로,33
있어요 어디서,33
얘기는 처음,33
우리 가게에,33
누가 아직도 너한테,33
당신이 찾고 있는,33
스트레스 받는,33
그 문서를,33
말고 뭘,33
여기 있다간,33
깨어 있을,33
손을 뻗고,33
봐 아직도,33
도와주면 돼,33
이 선물을,33
있으면 어떻게,33
테니까 왜,33
커피를 마시고,33
집으로 보내,33
도망치는 거,33
너무 못,33
새로운 시대가,33
그 얘기예요,33
점이 뭔지,33
감히 네가,33
의지해 누가 아직도,33
네가 그 말을,33
가방에 있는,33
너무 무거워요,33
결코 하지 않을 것이다,33
자신의 몸을,33
여기서 만나기로,33
연락 온 거,33
가족 중에서,33
그렇게 많아,33
아무것도 없는데요,33
그래야만 할,33
대해 말하는 거야,33
화장실 가서,33
방금 문자,33
마 진정해,33
함께 일을,33
사라지는 건,33
알아요 고마워요,33
때문에 온 게 아니야,33
새로운 위협에,33
중요한 건 아니지만,33
그냥 니,33
저기로 가,33
쇼핑 좀,33
카메라를 가지고,33
거 같아 뭐,33
난 당신 안,33
그러기엔 좀,33
보면 네,33
모든 인간은,33
그런 이름,33
생각하지 않나요,33
할 줄이야,33
목소리가 너무,33
그 문제에 대해,33
여기서 뭐하냐,33
사라진 거,33
그저 네,33
그런데 이제는,33
그래서 말,33
보낸 후,33
저는 어떤,33
조사해 봐야,33
시도해 보고,33
한 잔은,33
난 감정을,33
아무것도 아니에요 그냥,33
우리 엄마요,33
맡을 수 있어,33
만나고 싶대요,33
네가 가져온,33
회상 속,33
수 없어서요,33
어느 쪽인가,33
수 있으리라,33
조언을 좀,33
여자 같은,33
포기할 수 없어,33
어젯밤 그,33
도와주기 위해,33
그만해 그냥,33
권한이 있는,33
냄새가 났어요,33
같은 게 아니야,33
내 앞에 나타나지,33
도저히 믿을,33
있다 이건,33
거야 내 말이,33
여자가 있었어요,33
왜냐하면 우린,33
수 있게 되었다,33
생각할 거,33
하는 게 아닙니다,33
없고 이력,33
말 거는,33
하필 이럴 때,33
특히 한,33
그런데 아무도,33
저도 아직,33
제발 하지 마세요,33
여기서 이러면,33
난 예전에,33
수 있기 때문이다,33
여기서 바로,33
살해된 후,33
나는 너에게 말할 수,33
좋은 소식이죠,33
せて 기도해줘매혹시켜줘,33
않는다 그는,33
물 속으로,33
왠지 좀,33
거 싫어해요,33
미안하지만 지금,33
기대에 못,33
아버지가 돌아가셨어,33
내가 쟤,33
좋은 시간 보내요,33
배워야 할 게,33
절대 용납 못,33
빚진 것도,33
알아 그거,33
물론 알지,33
그 일이 있기,33
당신 나,33
엠파이어 익스트림,33
한 짓이 아니야,33
어서 드세요,33
있고 그들은,33
년 전 일이에요,33
이 영화에,33
한다고 했는데,33
해서 뭐,33
주일 동안,33
있어요 아빠가,33
할 이유,33
여기로 왔어요,33
한 적 있나요,33
현서 모,33
목격 한,33
연결되어 있지,33
손에 넣는,33
그럴 경우,33
정말 안타까워,33
둘 사이에 무슨 일이,33
이건 어떤,33
생각해 낼,33
먹는 것을,33
실제 사건을,33
때문에 아직,33
좀 보죠,33
아닐 수도 있습니다,33
절대 그를,33
병원에 가자,33
안 했어 내가,33
내가 힘을,33
내 계획에,33
냄새를 맡으면,33
이거 먼저,33
중요한 부분은,33
제가 도움을,33
말고 자,33
큰 도움이 될 거예요,33
무슨 의미가 있어,33
게 훨씬 더,33
모른다고 했잖아,33
네 사람들이,33
분 같아요,33
그것을 원한다,33
넣은 건,33
뭘 말입니까,33
알겠습니다 왜,33
금지 최신수정버전은,33
덱스터 모건,33
그의 이야기를,33
가장 중요해요,33
하지만 범인은,33
그저 알고,33
바꿀 수 있다면,33
돈이 있으면,33
솔직히 네가,33
무너지는 걸,33
그래 나랑,33
그래 아직도,33
문제는 바로,33
증명해야 할,33
피곤해 보여요,33
밖에 있습니다,33
내 차 타고,33
여기에 와,33
불러올 수,33
하니까 이,33
내 실력을,33
가슴 속,33
있는데 너무,33
아마도 우리,33
이 거리에서,33
죽인 남자,33
친구 네가,33
나는 개인적으로,33
어쩜 저렇게,33
돌보고 있어,33
잘 몰랐어요,33
때 계속,33
어떤 위험이,33
있게 좀,33
한숨도 못 잤어,33
마음에 드실 거예요,33
분 줄,33
헛소리 하지,33
자신을 증명할,33
불타고 있어,33
제 감정을,33
모르겠어 어쩌면,33
그냥 가져,33
비밀 산타,33
볼 수 있어서,33
그래 완전,33
네가 찾을,33
아이가 있나요,33
온갖 방법을,33
소식을 듣게,33
살 수 없다고,33
것 같아요 그냥,33
딸 때문에,33
영원히 잊지,33
확신이 안 서,33
내가 누군,33
자리에 섰습니다,33
그랬어 네가,33
사람 볼,33
이씨 야,33
생각해서 그런,33
사진 봤어,33
아마 저,33
수는 있겠지,33
사진 속에,33
가자 아빠,33
포기해야 할,33
