Order Number,Item,Pinyin,Frequency
2085,皱 着,zhou4   zhe,28
2090,皱 着 眉头,zhou4   zhe   mei2 tou2,28
2446,皱起 了,zhou4 qi3   le,24
2582,皱起 了 眉头,zhou4 qi3   le   mei2 tou2,23
2763,皱起 眉头,zhou4 qi3   mei2 tou2,22
4820,皱巴巴 的,zhou4 ba1 ba1   de,14
11682,微微 皱起,wei1 wei1   zhou4 qi3,7
12076,轮状 皱领,lun2 zhuang4   zhou4 ling3,7
16179,皱 着 眉头 说,zhou4   zhe   mei2 tou2   shuo1,6
16841,罗恩 皱,luo2 en1   zhou4,5
16843,罗恩 皱 着 眉头,luo2 en1   zhou4   zhe   mei2 tou2,5
16844,罗恩 皱 着,luo2 en1   zhou4   zhe,5
20071,哈利 皱起,ha1 li4   zhou4 qi3,5
20944,皱 了,zhou4   le,5
