Order Number,Item,Pinyin,Frequency
475,躺 在,tang3   zai4,81
2263,地 躺,di4   tang3,26
2599,地 躺 在,di4   tang3   zai4,23
4121,躺 着,tang3   zhe,16
4987,躺 在 床,tang3   zai4   chuang2,14
4992,躺 在 床 上,tang3   zai4   chuang2   shang4,14
6527,一动不动 地 躺,yi1 dong4 bu4 dong4   di4   tang3,11
7302,一动不动 地 躺 在,yi1 dong4 bu4 dong4   di4   tang3   zai4,10
8760,躺 在 那里,tang3   zai4   na4 li3,9
9635,躺 在 地板 上,tang3   zai4   di4 ban3   shang4,8
10110,躺 在 地板,tang3   zai4   di4 ban3,8
10554,他 躺在,ta1   tang3 zai4,8
10555,他 躺,ta1   tang3,8
12610,他 躺 在,ta1   tang3   zai4,7
13785,躺 了,tang3   le,6
13786,躺 在 地上,tang3   zai4   di4 shang4,6
16004,仰面 躺,yang3 mian4   tang3,6
16301,地 躺 在 床,di4   tang3   zai4   chuang2,5
16304,地 躺 在 那里,di4   tang3   zai4   na4 li3,5
16305,地 躺 在 床 上,di4   tang3   zai4   chuang2   shang4,5
