Item,Frequency
"살아 있을",193
"그 둘이",193
"지금 제가",193
"꽤 좋은",193
"가야 한다",193
"무슨 상관이에요",193
"마음이 안",193
"정말 자랑스러워",193
"we were",193
"그의 이름을",193
"내 뒤를",193
"괴로운 신음",193
"윅 씨",193
"Previously on",193
"죄송해요 제가",193
"게 좋지",193
"그 녀석을",193
"나중에 또",193
"어떻게 할래",193
"아 그래",193
"우리 둘은",193
"무슨 말씀 하시는",193
"알게 되겠죠",193
"안 줄",193
"거라고 했어",193
"발견했을 때",193
"제일 친한",193
"널 찾고",193
"하지만 누가",193
"한 명이야",193
"도움이 필요합니다",193
"분 뒤",193
"소리 하는 거야",193
"거 같군요",193
"같아 이",193
"있는 게 아니야",193
"가진 것",193
"신호가 안",193
"줄 알았거든요",193
"도와줘서 고마워요",193
"잘 어울려요",193
"센트럴 시티",193
"내 자리를",193
"좀 봐도",193
"안 어울려",193
"메시지를 남겨주세요",193
"그럴 가능성이",193
"생길 수",193
"보내는 게",193
"너무 무서워",193
"전 아무",193
"줄 누가",193
"내 것도",193
"수 있었을까",193
"내 일이",193
"만한 이유가",193
"분 남았어요",193
"없어 다른",193
"날 여기로",193
"이게 제",193
"모든 면에서",193
"건 제가",193
"우린 절대",193
"고통 없는",193
"할 수 있잖아",193
"어떻게 했어",193
"여기 오면 안",193
"어찌 된",193
"이 방을",193
"네가 해야 할",193
"듣자 하니",192
"할 건지",192
"오래 걸릴",192
"못 봐서",192
"짓을 한 거지",192
"생각해 볼게",192
"해요 우리",192
"기분 어때",192
"어떻게 보면",192
"일을 하려고",192
"게 어떤 건지",192
"약 좀",192
"그녀는 정말",192
"내가 미쳤다고",192
"너는 왜",192
"줄 아니",192
"큰 그림을",192
"하나 물어봐도",192
"We need",192
"두고 보자",192
"즐거운 시간을",192
"홈즈 씨",192
"혹시 내가",192
"동안 내",192
"이 곳은",192
"out there",192
"이 무슨",192
"좋아할 거예요",192
"지켜야 해",192
"것 그",192
"그 짓을",192
"애들 데리고",192
"거기 가면",192
"더 있어야",192
"대로 해요",192
"있지 내가",192
"거지 하지만",192
"그래 그냥",192
"줄 것",192
"대체 뭐지",192
"그래서 그렇게",192
"내 남편은",192
"다 보여",192
"없어 아니",192
"결정할 수",192
"우린 네",192
"말은 내가",192
"있어 당신은",192
"나갈 거예요",192
"더 알고",192
"밤 되세요",192
"어디 안",192
"내가 이미",192
"줄 알았잖아",192
"거라는 거",192
"내 눈엔",192
"못 들었는데",192
"필요가 있어요",192
"거 참",192
"있을 텐데요",192
"그건 아닌",192
"그는 어디에",192
"대학 때",192
"년 간",192
"갖고 있던",192
"전에 우리가",191
"이런 상황에서",191
"온 건데",191
"내 잘못이에요",191
"그 점은",191
"당신은 이미",191
"내 다리",191
"사람을 죽일",191
"어서 나가",191
"잘 다녀와",191
"맞는 말이에요",191
"건지 모르겠어",191
"내가 살게",191
"있는지 알아요",191
"안 와서",191
"같아 하지만",191
"절대 안돼",191
"그 사람에게",191
"먹는 걸",191
"없어요 그건",191
"하는 데",191
