Item,Frequency
"알아 아는",7
"그들을 죽여야",7
"알아 아마도",7
"당신은 아니군요",7
"거야 다시 한번",7
"알아 아빠도",7
"당신은 아니었죠",7
"그들을 죽였다고",7
"그들을 죽음으로",7
"알아 알았지",7
"알아 알지만",7
"당신은 아들이",7
"알아 어쩌면",7
"멈췄을 거야",7
"알아 엄마는",7
"당신은 아무 일도",7
"알아 예상했어",7
"알아 오빠가",7
"알아 완전",7
"거야 닥치고",7
"알아 우와",7
"그들을 쫓을",7
"what use",7
"그들을 찾게",7
"four times",7
"알아 일",7
"당신은 알 거예요",7
"그들을 찾아내서",7
"당신은 알 것이다",7
"거야 단순히",7
"알아 전에도",7
"것처럼 그를",7
"당신은 알고 있었죠",7
"알아 죄송합니다",7
"알아 차릴",7
"거야 답은",7
"당신은 앞으로",7
"알아 프랭크",7
"what we can",7
"알아 하지만 더",7
"알아 하지만 우리",7
"거야 당신 괜찮아",7
"알아 한나",7
"당신은 어떤 종류의",7
"그들을 풀어 주세요",7
"알아 형",7
"당신은 어떤지 모르겠지만",7
"알아가는 거지",7
"알아가는 것도",7
"거야 당신 말이 맞아",7
"알아내게 될",7
"멋쟁이 씨",7
"나는 작은 호랑이",7
"알아내고 말 거야",7
"그들의 DNA",7
"당신은 어쩌고요",7
"알아내는 거지",7
"거야 당신들은",7
"알아내는 동안",7
"알아내는 중이에요",7
"당신은 엄청",7
"알아내다 그가",7
"알아내려 한",7
"당신은 없는",7
"알아내려고 노력 중이야",7
"그들의 거짓말을",7
"당신은 엉뚱한",7
"알아내려고 하고 있어요",7
"멋져 보이게",7
"알아내려는 겁니다",7
"알아내면 내가",7
"알아내면 알려줘",7
"알아내면 전화할게",7
"알아내야 한다고",7
"알아내야 해 그",7
"당신은 여기로",7
"알아내지 못하게",7
"알아내지 못할 거야",7
"알아내지 못했죠",7
"알아낸 거 같아요",7
"what we''re going to",7
"알아낸 건 없어",7
"알아낸 것 같군",7
"당신은 영화",7
"알아낸 것도",7
"당신은 예쁘고",7
"알아낸 것이",7
"알아낸 게 없어",7
"알아낸 사람",7
"당신은 온",7
"당신은 올",7
"당신은 온종일",7
"알아낼 건",7
"당신은 완벽해",7
"당신은 완벽해요",7
"당신은 왜 그",7
"freedom in",7
"당신은 요",7
"그들의 다른",7
"당신은 우리 중",7
"거야 당연하죠",7
"알아낼 유일한",7
"알아낼 시간이",7
"알아낼 줄",7
"당신은 운",7
"당신은 운이 좋은",7
"알아냈어 그가",7
"알아냈어 그녀는",7
"freedom in the",7
"알아냈어 우리는",7
"알아냈어 좋아",7
"그들의 많은",7
"알아도 모르는",7
"알아둬 그",7
"당신은 이 모든 것을",7
"그들의 머리를",7
"알아들을 수 없는",7
"알아들을 수 있어요",7
"알아들을 수도",7
"당신은 이름을",7
"알아보고 싶어",7
"알아보고 있는 중이에요",7
"그들의 목적은 무엇입니까",7
"그들의 목적",7
"알아보고 있었어",7
"그들의 목적이",7
"알아보는 게 좋을",7
"당신은 이제 가도",7
"알아보니까 그",7
"알아보라고 한",7
"알아보라고 해",7
"알아보러 왔어요",7
"알아보려는 거야",7
"알아보면 안",7
"알아보실 수",7
"알아보지도 못하는데",7
"알아본 건",7
"당신은 이해하지 못할 것이다",7
"당신은 이해한다",7
"당신은 이해할 수",7
"당신은 잃을",7
"알아볼 수 있는지",7
"알아볼 수 있습니다",7
"그들의 범죄",7
"당신은 자신에게",7
"알아볼 시간이",7
"멋지네요 그래",7
"알아볼게 고마워",7
"거야 대화를",7
"그들의 사람들을",7
"알아봐 무슨",7
"알아봐 이",7
"알아봐 주는",7
"알아봐 줄게요",7
"당신은 잘할 거야",7
"당신은 재능",7
"알아봐 지금",7
"friend like",7
"알아봐야 합니다",7
"what you mean",7
"알아봐줄 수",7
"알아봐줘서 고마워",7
"알아봤을 때",7
"알아봤을 거야",7
"그들의 소리를",7
"당신은 전직",7
"Tiger Moth",7
"알아서 뭐 해",7
"어떻게든 그를",7
"알아서 뭐하게요",7
"알아서 생각해",7
"당신은 절대 이해",7
"당신은 점점",7
"당신은 정말 그렇게",7
"알아서 좋을 게",7
"알아서 처리할게요",7
"friend of mine",7
"알아서 하겠네",7
"그들의 아들",7
"알아서 하니까 괜찮으면",7
"알아서 하니까 괜찮으면 신경",7
"알아서 하라고 해",7
"알아서 하라지",7
"그들의 아버지를",7
"알아서 하시오",7
"알아서 하시죠",7
"거야 더치",7
"알아서 한다고 했잖아",7
