Item,Frequency
"복귀했다지 그랬습니다 한가지만 묻겠네",20
"얘야 우리",20
"순순히 저 멋진",20
"씨가 제",20
"번 전화를",20
"저 기억하세요",20
"이 전시회를 통하여",20
"이 전시회를 통하여 새로운",20
"지하철을 타고",20
"하나 이상",20
"아주 옛날",20
"하나 열고싶습니다",20
"아니야 아니지",20
"아주 예쁘네",20
"내가 돌봐",20
"선물을 남겨줬지 나를",20
"씨는 잘못을",20
"씨는 잘못을 저지른 적이",20
"위해 뭐든지 할",20
"난 더이상 그런사람이",20
"우리는 더 큰",20
"무슨 의미라도",20
"모든 걸 말이야",20
"준비해 뒀어요",20
"볼 수 있겠어",20
"지금 나한테 지아나",20
"백인 우월주의",20
"정신은 깨어있고",20
"살아남을 수 없어",20
"하라는 거지",20
"있으면 좋은",20
"난 도와주려고 여기 있는",20
"열고싶습니다 계좌주는요",20
"데 있잖아",20
"이상의 의미가",20
"이야기는 적어도",20
"하나 있었다",20
"위해 얼마나 희생을",20
"저 나무에",20
"수 있었단",20
"And he''s",20
"건배 합시다 그리고",20
"가게 될 겁니다",20
"끝나면 난",20
"하나 주고 끝낼것인가",20
"그리고 자유로워지게 그다음",20
"둘러보게 내가 도움이 필요해",20
"대단한 것 같아",20
"둘러보게 내가 도움이",20
"불을 뿜는",20
"묻겠네 자네 교황을 암살하러",20
"네가 이긴",20
"비행사 이론가 대답을",20
"난 그 여자가",20
"들은 거 있어요",20
"직시해야 해",20
"못했습니다 하지만",20
"우리는 무슨 일이",20
"아 기대되는군 그래도",20
"보자 c",20
"범죄 조직이",20
"들은 그놈에",20
"해도 말이지",20
"하나 찾은",20
"지금 한시간이네",20
"줄 모르네",20
"모두를 배신했어",20
"그 사람이 절",20
"위해 해줄 수",20
"그리고 제 누이를",20
"그러는 게 좋을 거야",20
"들을 기분",20
"우리는 믿을 만한",20
"아가 엄마",20
"늘 자기",20
"이야기입니다 염병할 연필",20
"엄마 얼굴",20
"더 물어볼 게",20
"있었을 수",20
"해달라고 해",20
"자네가 준",20
"받고 하는",20
"집 나가서",20
"말 하지 말아요",20
"그래 결국",20
"들이는 게",20
"필요해요 안",20
"따라 달라진다",20
"위해서도요 와주셔서",20
"위해서도요 와주셔서 감사합니다 아코니씨",20
"아주 재밌을",20
"모두에게 더",20
"줄 방법이",20
"늘렸어 뿐만 아니라 국제",20
"나에게 기어오르지",20
"이 착한",20
"이름이 있나",20
"했어요 그를",20
"총을 들어",20
"재밌게 노세요 난 잠시",20
"내 시간이",20
"들지 않았어요",20
"주었지 총을 꺼내",20
"주었지 총을",20
"주었지 총을 꺼내 자네의",20
"제 누이를 위해서도요 와주셔서",20
"오늘도 모모타로즈",20
"모든 남자는",20
"우리는 세상을",20
"물론이지 우리",20
"들키지 않을",20
"지도입니다 어떤 스타일로",20
"지도입니다 이쪽은 고대",20
"내려 줄래",20
"위험에 처했습니다",20
"그의 흔적을",20
"무슨 일이 생긴거야",20
"증거를 찾지",20
"맘 편하게",20
"바꿀 수 있을까",20
"듯 해요",20
"했지만 정말",20
"좀 놔둬요",20
"해요 우리의",20
"잘 써",20
"등 돌리게",20
"있네 조나단 컨티넨탈 호텔",20
"능력 있고",20
"좋은 하루 보내고",20
"지미 이리오렴",20
"잘 쐈어",20
"등 맛사지도 해줄까",20
"열받게 하지",20
"등 하면",20
"You look like",20
"아까 날",20
"그 검이",20
"지옥으로 가는게",20
"고칠수 있겠네 자동차",20
"누구일 것",20
"하면서 그",20
"무슨 일이 일어날거라고 생각한건가",20
"위험할 때",20
"필요했던 것",20
"협박했기에 가져다",20
"알지만 우리가",20
"모든 걸 끝낼",20
"협박했기에 가져다 바친것이지요",20
"고통 때문에",20
"능력을 지닌",20
"자신을 위험에",20
"등에다가 칼을",20
"물이 새는",20
"이용할 수 있습니다",20
"문제 발생",20
"제 계획은",20
"등에다가 칼을 꼽으신겁니다 그리고",20
"이용해 보시는건 어떠십니까",20
"아름답지 않니",20
"이용해 주셔서 감사합니다",20
"윅 관대한것",20
"윅 누가 이 잔인한",20
"윅 씨 반가워요",20
"윅 그렇다면",20
"윅 씨가 오셨다고 알려드릴까요",20
"윅 씨가 뵈러 올라가시는",20
"맘대로 안 돼",20
"윅 씨는 잘못을 저지른",20
"이상한 건가",20
"윅 죄송합니다",20
"윅''의 차이지 오",20
"윅에게 총하나",20
"윅 씨 소믈리에",20
"윅''이 필요한 이유야 이게",20
"직전이고 차대는",20
"윅 전설이자 신화인 그",20
"윅을 찾고있어요 윅을 다시",20
"윅을 다시 볼수 있을거같진",20
"윅이 필요하다고 원하는게",20
"are always",20
"꼭 날",20
"선사 시대의",20
"윈스턴 드",20
"윈스턴 모실수 있게 되어",20
"윅은 할수있지",20
"해노버 고교",20
"못했어요 전",20
"제 누이를 위해서도요",20
"같이 모여서",20
"전화를 받기",20
"Goodbye Hollo",20
"a problem with",20
"줄 알았는데 이",20
"축구 연습",20
"싫었어 그래서",20
"우리는 얻을",20
"이리 가까이",20
"거 아닌 거",20
"버렸습니다 그는",20
"type of",20
"나도 모르겠구나",20
"나를 가장",20
"딜런 맥스웰이",20
"내가 살인을",20
"싫으면 관둬",20
"잘했어 뭐하는건가",20
"건지 알아야",20
"지키는 게 내",20
"and a half",20
"그냥 지나가던",20
"누구한테 하는",20
"결정적인 증거를",20
"며칠 못",20
"책임을 지지",20
"유도할 수",20
"뭐 중요한",20
"건지 알잖아",20
"열쇠를 두고",20
"아내도 죽었지 삶도 없고",20
"아내도 죽었지",20
"내가 받아야",20
"거고요 제가",20
"엄마는 나한테",20
"말해 봐 내",20
"내 허락을",20
"누구한테 줬었는데",20
"내가 소리",20
"잘 알 텐데요",20
"액션 영화",20
"유리창도 금갔어",20
"아내와 딸",20
"그 칼은 당신",20
"늦은 것 같아",20
"알지만 혹시",20
"내 부하들은 지아나 드",20
"유명 인사",20
"그 칼은 당신 부하",20
"유명한 시트콤에 출연했지",20
"유명한 시트콤에",20
"부로 컨티넨탈 호텔",20
"더 섹시한",20
"거지 맙소사",20
"잘 알잖아 난",20
"열심히 노력해서",20
"하나라네 즐거운 숙박",20
"아냐 그는",20
"in five",20
"하나라네 즐거운 숙박 되시게",20
"주위를 둘러보고",20
"아냐 난 그냥",20
"유일한 길이 였습니다 지금",20
"유일한 길이다",20
"주위를 둘러보게 내가",20
"못했을거야 너가",20
"누군가 그에게",20
"해도 돼 그냥",20
"비결이 뭐예요",20
"책임이 아니에요",20
"얼굴을 안",20
"아냐 아니라고",20
"관리인께선 언제나 계십니다 윈스턴",20
"따라갈 거예요",20
"트럭에 있는",20
"이유를 물어봐도",20
"us on",20
"방법을 몰라서",20
"더 보자",20
"니 머리",20
"you know the",20
"관리자에게 전해주시겠습니까 아침에 체크아웃",20
"받기로 한",20
"목숨을 끝내게",20
"목숨을 끝내게 만드는",20
"일에 관심을",20
"건 여전히",20
"전해 그것들은 어디에나",20
"열심히 하고 있어요",20
"안녕 그냥",20
"유지하고 있습니다",20
"누군가 네 도움이",20
"혼인 무효",20
"밝혀진 게",20
"총 들어",20
"가깝나 보잭",20
"따라와 너는 가고",20
"따라와 너는",20
"질문에 답해야",20
"따라와 너는 가고 뉴욕",20
"있었죠 이제",20
"유지해야 합니다",20
"유진의 웃음",20
"아니에요 이렇게",20
"니 아빠",20
"to shoot",20
"말이 아니군",20
"가깝던 사람을",20
