Item,Frequency
"본 것 같았는데",6
"request to",6
"해본 사람이",6
"본 것 같았어",6
"내가 데리러 갈게요",6
"해본 적 없지",6
"갔었는데 거기서",6
"해본 적도 없어요",6
"힘든 곳이죠",6
"내가 데이비드",6
"해본 적이 없는",6
"해본 적이 있다",6
"해본적 없어",6
"내가 데이비스 앤",6
"내가 데이비스",6
"해본적이 없어요",6
"힘든 결정을 내려야 할",6
"set you free",6
"해볼 만",6
"내가 뎁에게",6
"힘든 날이에요",6
"공주 때문에",6
"해볼 생각",6
"해볼 수 있겠죠",6
"본 것들을",6
"해볼 수는 있죠",6
"해볼 테면 해봐",6
"해볼게 그래",6
"해볼게 내가",6
"불법이에요 그",6
"해봐 가만 안",6
"내가 도망치는",6
"replicate the",6
"본 것중에 가장",6
"해봐 그럴",6
"내가 도망친",6
"해봐 그렇지",6
"해봐 그만",6
"힘든 상태예요",6
"본 게 다야",6
"공주 전하께서 여왕 폐하와",6
"갖다 놓으렴",6
"해봐 너",6
"본 게 아니면",6
"해봐 다",6
"본 게 아닐까",6
"본 게 언제였지",6
"공주 전하의",6
"본 게 언제인가요",6
"respect you",6
"해봐 싫어",6
"본 게 언제입니까",6
"해봐 알겠어요",6
"본 게 있는지",6
"본 게 장벽 위에서였지",6
"본 게 장벽",6
"내가 도와주고 싶어",6
"괜찮다면 내일",6
"내가 도와주기로",6
"해봐 이런",6
"본 곳을",6
"내가 도와주러",6
"해봐 쿠퍼",6
"본 그대로",6
"힘든 시간이야",6
"Of course you''re not",6
"본 기억",6
"해봐야 알 것",6
"해봐야 알죠",6
"해봐야 합니다",6
"해봐야 할 것 같아",6
"해봐요 그거",6
"해봐요 다",6
"힘든 상황",6
"해봐요 이",6
"힘든 어린 시절을",6
"본 데가",6
"본 두",6
"해봤는데 그",6
"내가 도와줄 게 있으면",6
"해봤어 너",6
"해봤어요 그",6
"해봤어요 그럼",6
"해부학 법안",6
"힘든 일이겠지",6
"해서 가족을",6
"Of your",6
"해서 걔가",6
"해서 곡창을 채우세요",6
"해서 곡창을",6
"해서 곡창을 채우세요 겨울이",6
"본 목격자는",6
"내가 도와줄 수도 있어",6
"해서 그런 것은",6
"해서 그런 것은 아니다",6
"힘든 일이잖아",6
"해서 금방",6
"해서 기쁘다",6
"해서 깜짝",6
"본 법정에",6
"본 벌로우",6
"본 법정에서는",6
"본 분",6
"본 빛의 도시",6
"공주님 이제",6
"내가 도와줄게 아니",6
"해서 너를",6
"내가 도와줄게 알았지",6
"공주님께 무슨",6
"해서 놀랐어",6
"본 사람 같아요",6
"해서 늘",6
"내가 도와줄게 왜",6
"내가 도와줄게 어떻게",6
"해서 다행이네",6
"공주님을 찾으러",6
"본 사람 중 가장",6
"해서 돈이",6
"해서 될",6
"해서 되는 게",6
"내가 도와줄수",6
"해서 많은",6
"힘든 하루가 될",6
"본 사람들이 있습니까",6
"해서 먹고",6
"본 사람은 없고",6
"힘든 하루였거든",6
"내가 잘하면",6
"해서 미안하고",6
"해서 뭔가",6
"내가 도우려는",6
"내가 도울 게 있나",6
"해서 번",6
"갔으면 하는",6
"본 소리야",6
"해서 상황이",6
