Item,Frequency
"가지 마음에 걸리는",7
"좋은 뜻은",7
"좋은 리뷰",7
"못 봐서 아쉽네",7
"moment to",7
"좋은 말씀을",7
"나이가 많다",7
"못 봐줘요",7
"나이가 많다고",7
"좋은 머리를",7
"가지 말거라",7
"좋은 모습",7
"나이가 많으니까",7
"좋은 밤 되게",7
"좋은 밤이네요",7
"나이가 많은데",7
"게이 아니잖아",7
"좋은 방법이 있는데",7
"나이가 무슨",7
"못 봤단",7
"좋은 방법인 것",7
"좋은 방법일까",7
"못 봤습니까",7
"게이 암",7
"나이가 어떻게 되죠",7
"money back",7
"운명은 네",7
"했다 이게",7
"못 봤어 내가",7
"피터 워드",7
"좋은 분들과",7
"배심원 선정",7
"나이가 차면",7
"좋은 분이긴",7
"못 봤어요 내가",7
"못 봤어요 어떻게",7
"나이가 훨씬",7
"나이는 밀려왔다",7
"나이는 밀려왔다 가는",7
"나이는 숫자에",7
"피터 아주",7
"못 봤을 걸",7
"게이 친구",7
"게이 털리즈",7
"좋은 사람 같더라",7
"좋은 사람 만나서",7
"좋은 사람 중 한",7
"게이 폰팅",7
"because you''re a",7
"I''m the queen",7
"고생하고 있어요",7
"피터는 이제",7
"배심원단은 피고",7
"게이가 되는",7
"피터랑 같이",7
"못 부숴",7
"좋은 사람은 없어",7
"좋은 사람의",7
"못 불러요",7
"게이가 된",7
"게이가 아니라",7
"못 붙이게 할",7
"못 빌려",7
"좋은 사람이거든",7
"감사합니다 이것 좀",7
"좋은 사람이고요",7
"좋은 사람이군",7
"못 빠져나가게 해",7
"좋은 사람이니까 그가",7
"좋은 사람이니까 참으로",7
"좋은 사람이니까 그가 나보다",7
"좋은 사람이니까 참으로 좋은",7
"나이를 먹었어",7
"게이가 아닌",7
"좋은 사람이라니까",7
"피투성이가 될",7
"좋은 사람이야 그리고",7
"피트 길이",7
"좋은 사람이야 좋은",7
"좋은 사람이었지만",7
"좋은 사람인 걸",7
"못 사죠",7
"했다고 말할 수",7
"가고 싶진 않아",7
"못 살 거예요",7
"좋은 상대가",7
"봐 네 말이",7
"좋은 상황",7
"나이아가라 폭포",7
"못 살거든",7
"나이에 그",7
"좋은 생각 있나",7
"못 살고",7
"좋은 생각같지",7
"좋은 생각도",7
"좋은 생각만 해",7
"게이라서 그러니",7
"들 수밖에",7
"좋은 생각이 있는 것",7
"못 생긴",7
"좋은 생각이 있어 이건",7
"게이에 대한",7
"못 세요",7
"건 했나",7
"가지 말랬는데",7
"좋은 생각이십니다",7
"좋은 생각이야 그래",7
"좋은 생각이야 왜",7
"나이테가 없어요",7
"좋은 생각이야 하지만",7
"좋은 생각이야 지금",7
"운명이라는 게",7
"좋은 생각이에요 고마워요",7
"나이트 룸에",7
"좋은 생각인가요",7
"좋은 생각인거",7
"못 시키면",7
"좋은 생각인지 잘",7
"moon and the",7
"나이트 워치가",7
"좋은 선물은",7
"좋은 선생님이",7
"게이인 것도",7
"나이트 워치를",7
"좋은 선택을",7
"가지 말아",7
"좋은 선택이에요",7
"못 쏘겠어요",7
"피한 거",7
"게이일 수도",7
"건 했지",7
"피한 거지",7
"좋은 소식 들었어",7
"좋은 소식 하나",7
"못 쓰는 거",7
"좋은 소식은 제가",7
"좋은 소식은 이제",7
"게일 님이",7
"나인 거",7
"좋은 소식이 있으면",7
"못 쓸 것",7
"못 씁니다",7
"좋은 소식이랑 나쁜",7
"못 알려줘",7
"못 알려줘요",7
"나인 줄 알았어",7
"못 알아 듣겠어",7
"못 알아내",7
"좋은 소식인가",7
"못 알아낸",7
"좋은 소식일 수도",7
"좋은 순간이",7
"운영되고 있습니다",7
"좋은 시간 보냈어",7
"좋은 시간도",7
"나일 스",7
"좋은 시도야",7
"좋은 시기야",7
"나일지도 몰라",7
"나잇값도 못",7
"좋은 시작이야",7
"가지 말할",7
"좋은 신호예요",7
"못 알아볼 거야",7
"피해 다녀야",7
"좋은 아내를",7
"좋은 아버지야",7
"좋은 아빠가 되고",7
"좋은 아이가",7
"나죠 하지만",7
"나중에 가도",7
"좋은 아침 내",7
"an A",7
"좋은 아침 이제",7
"가지 맙시다",7
"only you could",7
"좋은 아침이에요 여긴 어떻게",7
"좋은 아침이에요 여긴",7
"게임 끝났어요",7
"못 열면",7
"게임 끝이에요",7
"나중에 걱정해",7
"좋은 애들이야",7
"좋은 애를",7
"나중에 결과",7
"나중에 계속",7
"나중에 고마워",7
"좋은 양복",7
"좋은 얘기 많이 들었어요",7
"나중에 그걸",7
"운영하는 거야",7
"못 오를",7
"가지 먼저",7
"못 오세요",7
"나중에 그를",7
"좋은 엄마가 될 거예요",7
"못 오지",7
"나중에 깜짝",7
"좋은 여자는",7
"나중에 꼭 해",7
"나중에 꼭 해 봐",7
"운이 나빴을",7
"나중에 나도",7
"좋은 영화지",7
"좋은 예지",7
"못 올라오게",7
"좋은 옷이야",7
"나중에 난",7
"가지 모두를",7
"좋은 와인은",7
"운이 따를",7
"좋은 우정을 가지고",7
"못 옮겨요",7
"게임 보러",7
"게임 방송",7
"못 와서 미안해요",7
"나중에 너희",7
"못 와서 죄송해요",7
"좋은 의도를",7
"가지 목적을",7
"좋은 의사야",7
"못 왔을 거예요",7
"좋은 이야깃거리가",7
"나중에 다 설명해줄게",7
"좋은 인상을 남기고",7
"좋은 인상을 주고",7
"못 이겼어요",7
"좋은 인연",7
"게임 속에",7
"못 이기죠",7
"못 이긴다면",7
"못 이길 것",7
"좋은 일은 아닌",7
"좋은 일은 아니지만",7
"못 일어나게",7
"가지 못하는",7
"좋은 일이 있었어",7
"좋은 일이겠지",7
"좋은 일이군",7
"게임 아니에요",7
"좋은 일이든 나쁜",7
"좋은 일이든 나쁜 일이든",7
"못 입어",7
"좋은 일인 것",7
"못 있어줘서",7
"게임 안 해",7
"좋은 자리야",7
"게임 안 해요",7
"감사합니다 자네가",7
"나중에 더 얘기하자",7
"피해자든 가해자든 그 길을",7
"못 잊었어",7
"게임 안에서",7
"못 잊은",7
"좋은 장소야",7
"좋은 장소지",7
"좋은 저녁이네요",7
"I Do",7
"못 자거든요",7
"나중에 듣지",7
"나중에 들을게",7
"좋은 점이죠",7
"못 자도",7
"좋은 제안이네요",7
"가지 못해요",7
"좋은 조건은",7
"좋은 조언이야",7
"좋은 주선자 노릇",7
"좋은 주선자",7
"좋은 주선자 노릇 좀",7
"가지 못했고",7
"좋은 증인이",7
"좋은 지도자는",7
"좋은 질문을",7
"했더니 왜",7
"좋은 질문인 건",7
"봐 마음에 들어",7
"좋은 질문인",7
"좋은 집안",7
"피해자의 것과",7
"게임 체인저입니다",7
"나중에 먹을게",7
"못 잡을 겁니다",7
"못 잤나",7
"좋은 추억은",7
"나중에 뭘 하는데 방금",7
"좋은 충고야",7
"게임 하러",7
"좋은 친구가 되어",7
"나중에 뭘 하는데",7
"못 전해",7
"좋은 친구들도",7
"못 져요",7
"게임 하면서",7
"more friends",7
"못 주니까",7
"좋은 친구인데",7
"좋은 친구입니다",7
"못 주지만",7
"못 주지",7
"좋은 커플이",7
"좋은 타이밍에",7
"못 죽여 그",7
"좋은 패가",7
"핀을 뽑고",7
"좋은 편은",7
"나중에 보자꾸나",7
"좋은 하루 보내라고",7
"좋은 하루되세요",7
"좋은 하루였어",7
"좋은 학교를",7
"좋은 행동을",7
"못 줘 이",7
"좋은 행동이",7
"좋은 향이",7
"좋은 현상이야",7
"좋은 형사야",7
"좋은 형사가",7
"게임 해본",7
"못 지르게",7
"좋은거 같아요",7
"게임 해본 적",7
"못 지켜요",7
"배울 수 있다고",7
"좋은데 나",7
"좋은데 넌",7
"좋은데 무슨",7
"좋은데 아니",7
"게임''에 나오는",7
"가지 묻고 싶은",7
"못 쫓아오게",7
"못 찍게",7
"못 찍었는데",7
"more interesting",7
"들고 오면",7
"내 마음이 날게 해줘",7
"운전 잘",7
"좋은지 잘",7
"나중에 생각하자",7
"못 차리지",7
"an affair",7
"좋을 거라 생각했어요",7
"좋을 거다 네",7
"나중에 설명해 줄게",7
"좋을 거야 날",7
"못 참겠으니까",7
"게임에 더",7
"좋을 거야 우린",7
"좋을 거야 우리",7
"못 참는 게",7
"좋을 거야''",7
"And let your",7
"못 참지",7
"필립 시모어",7
"필립 윌리엄스 라이언 블레이클리",7
"필립 윌리엄스 라이언",7
"좋을 것 같긴",7
"못 찾겠다고",7
"배워본 적",7
"내가 무섭다고",7
"좋을 게 없습니다",7
"좋을 게 없을",7
"못 찾는 건",7
"운전은 어떻게",7
"좋을 듯한데 나중에 보세",7
"좋을 듯한데 나중에",7
"좋을 때인",7
"게임은 뭐야",7
"좋을 수도 있고",7
"좋을 수가 없지",7
"못 찾았다고요",7
"가지 물어볼 게 있는데",7
"좋을 일은",7
"못 찾았답니다",7
"좋을 지",7
"나중에 얘기할까요",7
"좋을 텐데 그럼",7
"좋을거야 A",7
"좋을거야 A change",7
"좋을것 같네요",7
"좋을것 같아요",7
"좋을것 같아",7
"좋을지 모르겠다",7
"좋을지 몰라서",7
"좋자고 이러는",7
"an alien in this",7
"못 찾으면 난",7
"운전하고 싶어",7
"했던 말들을",7
"못 찾으면 우린",7
"게임을 다시",7
"그리고 네 아빠는",7
"좋죠 그래요",7
"게임을 더",7
"못 찾은 건",7
"좋죠 당신",7
"게임을 만든",7
"좋죠 언제",7
"좋죠 여기",7
"못 찾을 거야 여기",7
"좋죠 우리",7
"게임을 멈출",7
"좋죠 잘",7
"못 찾을 거요",7
"못 찾을 곳에",7
"좋지 고마워요",7
"좋지 그건",7
"게임을 시작하자",7
"좋지 그런",7
"못 찾을 테니",7
"좋지 나",7
"좋지 누가",7
"가지 물어봐도 돼요",7
"좋지 뭐가",7
"좋지 않거든요",7
"가지 물을",7
"운전하기 쉽도록 조수석에 앉아",7
"배제 못",7
"좋지 않겠습니까",7
