Item,Frequency
"하는 거라구",15
"준 이유가",15
"그때처럼 널",15
"하는 거야 왜",15
"그리고 여기선",15
"중심이 될",15
"그때처럼 널 눈빛 속에",15
"그냥 장난 좀 친",15
"들어올 때는",15
"중에 유일하게",15
"중에 있어요",15
"정보 기관",15
"중에 혹시",15
"다른 행성에서 온",15
"무엇이 될",15
"중요하지 않아요 중요한 건",15
"쓸모가 없네",15
"결심했다 하지만 난 파트너가",15
"중요한 건지",15
"번 시도해",15
"가까운 곳이야",15
"don''t hear",15
"무슨 소식 있어",15
"애들은 원래",15
"결혼 같은",15
"하는 게 아니었는데",15
"무죄를 증명할",15
"하는 게 좋지",15
"했지 아주",15
"잘 땐",15
"번째 시도",15
"로만 J",15
"중이라고 합니다",15
"중이야 c",15
"때도 똑같이",15
"묵을 곳을",15
"누구랑 있어",15
"위치를 사수하라",15
"위치를 알게",15
"우리는 그것을 사용할 수",15
"들어요 고마워요",15
"That''s an",15
"무슨 실험을",15
"씨 말대로",15
"감시 카메라로",15
"하는 소리는",15
"난 널 보호하려고",15
"모든 거 다",15
"토하지 마",15
"향토에서 만나요",15
"갑자기 좀",15
"나랑 있고",15
"가까운 사이는",15
"문들어질 바엔",15
"그리고 우리는 더",15
"거 확실하지",15
"줘요 좋은",15
"들어준 거야",15
"그리고 우리는 이것을",15
"봐야 한다면",15
"준비가 안 됐는데",15
"경찰 두 명이",15
"이야기 다",15
"줬어 하지만",15
"이 일을 하려면",15
"정부 기관을",15
"느낌이 없어요",15
"우리는 기다릴",15
"그리고 우린 그냥",15
"쥐여 주고",15
"쥔 건",15
"그의 일이",15
"문을 좀",15
"그리고 위대한",15
"준비됐어 좋아",15
"그리고 위험한",15
"즐기고 싶어요",15
"즐기고 있죠",15
"봤는데 넌",15
"난 노력",15
"것 같은데 지금",15
"위한 충분한",15
"정보를 공유하고",15
"준비되면 시작하세요",15
"가까운 친구",15
"난 높은",15
"해서 그런지",15
"난 누구든",15
"했지만 계속",15
"준비된 거야",15
"공원 벤치에서",15
"문자 하나",15
