Item,Frequency
"안 돼",48703
"할 수",33105
"수 있어",23345
"것 같아",22863
"수 있는",21492
"안 돼요",17094
"것 같아요",14338
"수 있어요",13624
"bg_transparent c",11406
"둘 다",11250
"무슨 일이",10720
"하는 거야",10650
"korean c",10631
"수 있을",10204
"수 없어",10105
"한 번",9892
"말도 안",9298
"뭐 하는",9256
"될 거야",8937
"할 거야",8584
"무슨 일이야",8239
"내 말",8045
"좀 더",7992
"있을 거야",7837
"왜 그래",7717
"것 같은데",7481
"수 있다",7353
"볼 수",7128
"모든 걸",7102
"얘기 좀",7051
"더 이상",7015
"하지 마",6872
"말 안",6806
"안 해",6688
"수 없는",6580
"내 말은",6487
"않을 거야",6474
"어떻게 된",6329
"수 있습니다",6254
"이리 와",5983
"알 수",5744
"좀 봐",5733
"모든 게",5614
"줄 알았어",5476
"할 수 있는",5474
"그런 거",5408
"그게 무슨",5399
"게 아니라",5207
"수 있게",5169
"수 없어요",5153
"필요 없어",5147
"거 같아",5140
"줄 알았는데",5023
"순 없어",5003
"뭐 하는 거야",4965
"수도 있어",4910
"수 없다",4852
"게 아니야",4780
"거 아니야",4779
"할 수 있어",4778
"무슨 짓을",4739
"난 그냥",4672
"안 되는",4671
"있는 것",4660
"년 동안",4609
"무슨 소리야",4608
"있는 건",4590
"수 있지",4584
"하지만 난",4572
"한 거야",4532
"못 해",4527
"있는 거야",4510
"좀 해",4468
"그 사람",4467
"수 있죠",4437
"수 있다고",4426
"수 있을까",4374
"할 것",4372
"오늘 밤",4363
"될 수",4356
"거 알아",4312
"갈 거야",4299
"찾을 수",4252
"어디 있어",4250
"있는 게",4217
"갈 수",4212
"안 했어",4181
"어쩔 수",4159
"무슨 일",4114
"지금 당장",4110
"말도 안 돼",4072
"여기 있어",4047
"잘 들어",4017
"줄 알아",3984
"내가 왜",3963
"것 같다",3908
"된 거야",3902
"것 같네요",3877
"여기 있는",3863
"줄 수",3827
"또 다른",3806
"그럴 수",3757
"더 많은",3755
"우리 둘",3694
"이 모든",3678
"년 전",3661
"하는 게",3628
"가야 해",3581
"있는 거",3574
"안 할",3569
"년 전에",3562
"왜 이렇게",3507
"안 그래",3499
"우리 모두",3480
"할 일이",3461
"첫 번째",3460
"그 사람이",3450
"할 말이",3441
"왜 그렇게",3441
"걱정 마",3409
"왜 안",3406
"내 생각엔",3384
"그런 건",3379
"이것 좀",3375
"그리고 나는",3371
"모든 것을",3366
"본 적",3364
"수 있다면",3362
"절대 안",3356
"안 해요",3343
"내가 널",3342
"그런 것",3325
"나도 알아",3324
"난 네가",3280
"내가 뭘",3277
"괜찮을 거야",3275
"전부 다",3261
"거 같아요",3261
"싶지 않아",3260
"이해가 안",3250
"아닌 것",3185
"나도 몰라",3153
"뭐 해",3144
"한 번도",3121
"중 한",3119
"살 수",3110
"게 있어",3098
"게 아니에요",3090
"믿을 수",3068
"그런 게",3068
"이게 뭐야",3038
"중요한 건",3030
"원하는 게",3026
"수도 있어요",3019
"것 같습니다",3004
"해야 할",2999
"몇 년",2997
"온 거야",2993
"있을 거예요",2974
"필요 없어요",2969
"왜 이래",2967
"하고 싶은",2965
"말할 수",2963
"그리고 그",2956
"한 잔",2940
"같은 거",2935
"아직 안",2927
"있을 것",2908
"있을 때",2898
"줄 알았어요",2896
"나 좀",2891
"거의 다",2888
"수 있을까요",2880
"할 거예요",2869
"말 좀",2865
"안 되지",2851
"훨씬 더",2850
"우리 둘 다",2850
"이게 무슨",2849
"대체 무슨",2840
"무슨 말을",2834
"이 일을",2822
"안 했어요",2811
"두 번째",2795
"될 것",2788
"난 널",2764
"무슨 말인지",2741
"말이 맞아",2727
"내가 할",2723
"뭐 좀",2711
"몇 가지",2709
"하는 거",2695
"거야 내가",2685
"어떻게 된 거야",2682
"있다는 걸",2672
"못 할",2663
"못 해요",2660
"거 아냐",2654
"게 좋을",2644
"수 있도록",2636
"안 될",2623
"여기서 뭐",2617
"가지고 있다",2600
"그 여자",2590
"내가 어떻게",2586
"잘 안",2582
"그리고 난",2579
"본 적이",2570
"하고 있어",2569
"무슨 일이에요",2565
"어디 있는지",2558
"가는 거야",2558
"있는 걸",2550
"수 있을 거야",2541
"수가 없어",2514
"난 내",2513
"거 같은데",2512
"난 그",2510
"것 같은데요",2505
"않을 것이다",2494
"한 가지",2494
"정말 미안해",2489
"될 거예요",2487
"왜 그런",2480
"한 번만",2472
"신경 쓰지",2463
"더 좋은",2458
"거 아니에요",2457
"거 없어",2457
"더 큰",2456
"넌 내",2454
"난 괜찮아",2449
"짓을 한",2447
"지난 이야기",2422
"아무것도 안",2415
"하는 거예요",2402
"수 없습니다",2395
"거야 난",2388
"올 거야",2385
"알고 있어",2385
"안 됩니다",2376
"내가 그",2365
"하지만 그",2361
"수 있다는",2351
"내가 아는",2351
"한 시간",2345
"없을 거야",2337
"순 없어요",2333
"그렇지 않아",2330
"안 해도",2327
"너무 많이",2326
"해 봐",2324
"여기 온",2313
"in the",2311
"어떻게 해야",2310
"왜 그래요",2290
"도울 수",2283
"더 나은",2279
"걱정하지 마",2271
"I don''t",2267
"해야 해",2265
"내가 한",2263
"난 안",2261
"대체 왜",2257
"네 말이",2255
"두 번",2251
"수도 있고",2248
"적 있어",2243
"그럼 왜",2235
"수 없을",2235
"어떻게 알아",2233
"무슨 일이죠",2217
"그런 말",2203
"아무도 안",2192
"말해 봐",2189
"적 없어",2185
"내 말이",2176
"그러지 마",2171
"보고 싶어",2169
"거 알아요",2162
"그 여자가",2153
"난 네",2149
"될 겁니다",2135
"더 잘",2134
"수 있는지",2134
"무슨 말이야",2131
"하나 더",2128
"지금 이",2125
"것 같네",2117
"수 있는 건",2113
"걸 알고",2111
"할 말",2108
"않을 거예요",2099
"도움이 될",2095
"것 같아서",2095
"있을 수",2094
"이게 다",2087
"오늘 밤에",2087
"게 있어요",2086
"여기 있어요",2084
"신경 안",2082
"하는 건",2081
"할 때",2077
"가장 큰",2071
"그래서 내가",2060
"안 좋은",2053
"뭐하는 거야",2052
"안 좋아",2042
"난 이",2039
"수도 있지",2039
"내 이름은",2035
"수 있을 것",2034
"바로 그",2030
