Item,Frequency
"나타난 거지",30
"깨달은 거야",30
"problem with",30
"내가 이겼어요",30
"나서 우리",30
"잘 할 수 있어",30
"새끼 고양이",30
"추적 불가능한",30
"사 왔지",30
"것 좀 사",30
"간다고 했는데",30
"거 아니겠습니까",30
"수 있어 너",30
"않을 겁니다 하지만",30
"어떤 인간이",30
"함께 춤을",30
"했어 그녀는",30
"더 드릴",30
"안 하기",30
"난 기억",30
"한 마리의",30
"같은 팀",30
"이건 농담이",30
"적은 없고",30
"말은 어떻게",30
"넌 누구보다",30
"내가 안전하게",30
"테니 어서",30
"똥 싼",30
"안 돼 알았지",30
"더는 말",30
"찾고 있네",30
"위해 모두",30
"홀트 앤 캐치 파이어",30
"건 거야",30
"보러 와요",30
"그가 언제",30
"말을 이해",30
"새벽 두",30
"더는 그런",30
"이유를 알고 싶어",30
"난 아직 내",30
"거긴 어떻게",30
"안 하다니",30
"내가 가기",30
"있으면 네",30
"없다는 듯이",30
"뜻은 아니었어",30
"이걸로 해",30
"그만 질러",30
"저길 봐요",30
"그 목적을",30
"그만 징징대",30
"생각 못 한",30
"와줄 수",30
"도중에 만났잖아 그게 우리가",30
"싶어 우린",30
"걸 알 수 있죠",30
"생각 한",30
"생각 하지마",30
"의무가 있다",30
"사랑해요 엄마",30
"전 사람을",30
"그는 생각했다",30
"파이 한",30
"난 소파에서",30
"생각도 못했어요",30
"먹어 봤어",30
"거야 여길",30
"샘 샘",30
"그는 막",30
"하지 우린",30
"이렇게 만나서",30
"샘 키스",30
"샘 키스 마이크",30
"불만 없어요",30
"말하게 해",30
"어렸을 적에",30
"싶어 이제",30
"입 열지",30
"알고 싶지도 않고",30
"일부러 이러는",30
"생각은 그래",30
"하도록 내버려",30
"proud of you",30
"겁니다 이봐",30
"다 괜찮습니다",30
"있나 보러",30
"벽 밖으로",30
"기회를 잡아야",30
"놀라실 거예요",30
"이렇게 늦은 시간에",30
"놀라실 겁니다",30
"우린 그만",30
"너 죽을",30
"않아요 넌",30
"널 버리고",30
"정도는 돼야",30
"I''m gonna need",30
"멈출 수도",30
"뭘 하는지 알고",30
"경기를 보러",30
"완전 멋져",30
"잘했어 좋아",30
"큰 변화를",30
"물린 자국이",30
"갈게 아니",30
"파일을 가지고",30
"멋지다고 생각해",30
"가줬으면 해",30
"것 같다 내가",30
"엄청 크네요",30
"화내면 안",30
"않은 적이",30
"구는 것",30
"가치가 있을 거야",30
"그거야 그래서",30
"같은 거 말야",30
"상당한 양의",30
"집에 자주",30
"해야 할 일이 있어요",30
"그렇다고 안",30
"안 하셨나요",30
"같이 있니",30
"당연하지 네가",30
"볼 수 있지만",30
"천천히 드세요",30
"것 같지는 않은데",30
"말해야 했는데",30
"얘길 못",30
"당신 방식대로",30
"쉬어야 돼",30
"이건 재앙이야",30
"앉아 좋아",30
"있어요 새로운",30
"제발 엄마",30
"그렇게 만들어",30
"대하는 태도가",30
"가능성은 없어",30
"사람 우리가",30
"걸 깨닫기",30
"잘 받았어요",30
"어찌해야 할지",30
"데리러 가",30
"나타난 것",30
"지금 위험한",30
"못 하신",30
"있다 당신은",30
"그들을 도울 수",30
"일을 해야 할",30
"메시지 못",30
"것이 어떤",30
"난 어릴 때부터",30
"한다는 겁니까",30
"입고 있는 거야",30
"안전해질 때까지",30
"봐요 안녕",30
"넌 절대 모를",30
"제발 우릴",30
"하지만 누구나",30
"번째 기회는",30
"전 돈이",30
"밑에서 일한",30
"수도 있겠지 하지만",30
"제혁 씨",30
"저도 그걸",30
"너만 좋다면",30
"생각한 건데",30
"聞こえますか 들리십니까 聞こえますか 들리십니까",30
"잘 받았어",30
"들여다 볼",30
"있다 이게",30
"문 뒤에서",30
"넌 변했어",30
"차지하기 위해",30
"그래 다음",30
"다음에 뵙죠",30
"있지만 그런",30
"그 믿음을",30
"난 일단",30
"노래 듣고",30
"에린 레이건",30
"내일 같은",30
"곧 봐요",30
"그래도 해",30
"길을 알려",30
"담당 검사가",30
"정말 좋았죠",30
"받아 주면",30
"근데 어쩌다",30
"대체 뭔지",30
"생각해 봐야겠어",30
"같은 거 안 해",30
"왜 이리 오래 걸려",30
"즐기는 거죠",30
"죄송해요 여기",30
"난 아직 안",30
"걸 그래서",30
"알아 그렇게",30
"절대 용서하지 않을",30
"이 것",30
"우리가 준",30
"빼고 모든",30
"이 결정을",30
"번 날",30
"당신이 뭐",30
"내 전화번호",30
"달릴 거야",30
"그게 무슨 말이니",30
"뭐 좀 드릴까요",30
"정체를 알게",30
"봤어 너",30
"않을 거야 무슨",30
"그럼 이제부터",30
"가지 할",30
"있다고 생각하나요",30
"한 가지 방법밖에",30
"결혼하는 거",30
"그냥 학교",30
"전 결코",30
"Those are",30
"확실해질 때까지",30
"생각난 건데",30
"스쿳 맥네이리",30
"담배 하나",30
"맹세할 수 있어요",30
"그 말도 안 되는",30
"덕분에 제",30
"말을 전혀",30
"오라고 했잖아",30
"봐요 알았어요",30
"어디로 가는지도",30
"찾을 만한",30
"don''t know who",30
"다음에 올",30
"춤춰 影もおどる 그림자도 춤춰",30
"말은 다른",30
"you do this",30
"안 마실 거야",30
"시작했을 땐",30
"털 수",30
"놀라게 해주려고",30
"것을 말이야",30
"저들이 날",30
"여기 도착했을",30
"생명 보험",30
"그렇게 오래 걸려",30
"밖으로 나가요",30
"어떤 것의",30
"어떤 경우에는",30
"뭘 해야 할지 모르겠어요",30
"괜히 나",30
"이런 중요한",30
"않길 바란다",30
"언제나 곁에 있어",30
"못 가죠",30
"안에는 뭐가",30
"떨어진 곳이에요",30
"아주 조금이라도",30
"특별한 것",30
"있어서 내",30
"여기 들어오시면",30
"우리 할아버지는",30
"어떨 거 같아",30
"약속은 안",30
"그래서 자기",30
"사건이 발생한",30
"몇 주 후",30
"보러 갈래요",30
"중에 그런",30
"증거 없이",30
"걸 봤잖아",30
"피가 나네",30
"줄 알았죠 하지만",30
"더 줄래요",30
"이제 뒤로",30
"안 띄는",30
"어떻게 생각하는가",30
"난 모르는 일이야",30
"나의 모든걸 적이 에워싼데도",30
"리 페이스",30
"있으면 또",30
"피 안",30
"중독자 모임에",30
"정말 듣기",30
"책 읽을",30
"하지만 조금",30
"넌 스스로",30
"배 이상",30
"알게 되자",30
"되죠 이",30
"의미가 있습니다",30
"남자와 사랑에",30
"날 구해줘",30
"통제할 수 있다고",30
"참는 게",30
"사소한 거라도",30
"겁 먹은",30
"내가 힘이",30
"나 여기 있는",30
"전화 다시",30
"왔을 때요",30
"의미도 없는",30
"불에 타는",30
"서로 사랑해",30
"들리십니까 聞こえますか",30
"정말 하기",30
"다 되었다",30
"승인 안",30
"범인을 찾는",30
"피를 묻힌",30
"나눌 때",30
"틀림없이 그럴 것이다",30
"전에 가",30
"당신이 원하는 것을",30
"남아 있던",30
"이런 짓을 했을까",30
"시간 없는데",30
"그것은 아니다",30
"있단 말이다",30
"전부 위험해져",30
"알겠어요 이",30
"않는 줄",30
"사고 당시",30
"와 줄 수",30
"그는 절",30
"세 번째가",30
"약 먹으면",30
"날개로 おもちゃの羽根で",30
"네 인생도",30
"너는 매우",30
"봐 걱정했어",30
"가고 있지",30
"참전 용사",30
"무전기 조작음",30
"그럼 괜찮아",30
"어두운 곳에서",30
"있고 그가",30
"될 리",30
"봐 와",30
"모든 지식을",30
"나는 바라고",30
"위해 일",30
"사실 당신",30
"보자 이건",30
"말했어 그리고",30
"자기 동생을",30
"생각엔 우린",30
"내가 애",30
"이 모든 것에 대해",30
"그는 죽어",30
"관심 없을",30
"다할 때까지",30
"한 명도 못",30
"whole world",30
"말하고 싶어서",30
"발짝 더",30
"그녀는 괜찮을",30
"저 혼자서",30
"for a while",30
"선물 좀",30
"강하지 않아",30
"창다 오빠",30
"막고 싶어",30
"괜찮은 건",30
"선물을 줄",30
"아니기 때문이다",30
"제 남편과",30
"그가 진짜",30
"제가 선택한",30
"그만두지 못해",30
"썩은 내가",30
"시간 지나면",30
"제 방",30
"않다는 것을 안다",30
"시간 전만 해도",30
"갑자기 왜요",30
"마 알겠지",30
"어두운 곳에",30
"그게 아직",30
"머리가 아파요",30
"대체 왜 이렇게",30
"잠깐 바람",30
"만났잖아 그게 우리가 하는",30
"넌 아빠가",30
"우리 구면인가요",30
"슬프지 않아",30
"당신 잘못이에요",30
"위해 일합니다",30
"자기 의견을",30
"그렇게 좀",30
"더 쉬울 거야",30
"가지 더 있어요",30
"내일 일",30
"내가 그들의",30
"끊기 전에",30
"그러려고 한",30
"사람은 없을 거야",30
"이 남자한테",30
"you live",30
"줘요 그러죠",30
"날 사랑하잖아",30
"엄마한테 무슨",30
"잡게 될",30
"스쳐 지나가는",30
"감당이 안 돼",30
"그리고 저건",30
"선한 일을",30
"더 얘기할",30
"좋아요 여기서",30
"난 잘못한 게",30
"알아서 뭐",30
"우리 사이에는",30
"이 분들은",30
"없어요 같이",30
"이게 꼭",30
"그래요 나",30
"헤어진 거야",30
"거 같긴 한데",30
"내가 자네한테",30
"지친 것",30
"워터폴드 부인",30
"쏘고 싶지",30
"착오가 있었나",30
"그 섬에",30
"굉장히 많이",30
"빠른 건 나밖에 없어요",30
"않아 미안해",30
"제가 한마디",30
"넣을 순",30
"말라고 했을 텐데",30
"트리플혼 토마스",30
"있어 참",30
"게 싫을",30
"썼을 거예요",30
"유정 그",30
"응 다른",30
"그게 최고야",30
"안 하겠대",30
"있어 그러지",30
"하는 건 알지만",30
"것 한",30
"있어요 그렇다면",30
"듣고 있죠",30
"싶진 않거든",30
"알았어요 자",30
"내 생각에 우리는",30
"최소한 한",30
"그래서 당신과",30
"있어 마지막",30
"납치된 게",30
"교통 카메라를",30
"give him",30
"피가 묻었어",30
"마 자네",30
"you want it",30
"걸리진 않을 거야",30
"자리를 대신할",30
"않아 제가",30
"밤 그는",30
"교도소에 있는",30
"입에 발린",30
"저 여자 누구야",30
"없다 그게",30
"위해 죽을 수도",30
"이 새끼 진짜",30
"있지만 지금",30
"왜 그렇게 쳐다봐",30
"없다고 말해",30
"가시면 돼요",30
"완전 재수",30
"신경쓰지 않는",30
"저 여자가 날",30
"꺼 주세요",30
"거야 정확히",30
"없다는 듯",30
"아니니까 그",30
"마지막 희망이야",30
"많진 않지만",30
"커스틴 뱅스니스 진 트리플혼",30
"내가 죽기를",30
"기다리고 있으니까",30
"더 주시면",30
"필요로 하는 모든",30
"속에서 살고",30
"가끔 그렇게",30
"말이에요 당신",30
"괴롭히지 않을",30
"그러면 날",30
"전에 찾아야",30
"내가 온 건",30
"그리고 저를",30
"우리가 얘기하는",30
"이 세상의 모든",30
"없습니다 아무것도",30
"더 참아",30
"고마워요 네가",30
"I''m actually",30
"같이 여행",30
"없습니다 한",30
"미래를 보고",30
"좋은 건가",30
"숨을 쉬세요",30
"조니 오늘 기분 어때",30
"나쁘지 않다고",30
"네가 없는 동안",30
"되돌릴 수 없어요",30
"들어 하지만",30
"빌어먹을 놈들",30
"모든 생명을",30
"잘해 주세요",30
"전엔 절대",30
"속으로 말하는",30
"잘해 줄",30
"말을 안 듣는",30
"네가 할 일을",30
"좀 있었는데",30
"교환할 수",30
"했는데 말이야",30
"나를 좋아해",30
"너무 늦었네요",30
"없어 아냐",30
"원하는 건 그게",30
"해도 되나",30
"더 힘이",30
"없었기 때문이다",30
"여기 있어야지",30
"옷은 안",30
"세상에 그래",30
"아이좀비 시즌",30
"말 듣지마",30
"아니에요 고마워요",30
"난 오빠를",30
"겁니다 죄송합니다",30
"장담할 수 있어",30
"대답해야 해",30
"내 전부를",30
"높이 들고",30
"내가 바보라고",30
"못되게 굴어",30
"모든 인간이",30
"길을 찾을 수",30
"당신 몰래",30
"세상에 어디",30
"뻔한 건",30
"끼고 싶어",30
"이 안에 뭐가",30
"전에 나랑",30
"의식이 녹아드네",30
"제가 알아야 할",30
"거래를 했어요",30
"생각은 이래",30
"말 뜻",30
"너무 늦은 것",30
"열려 있어서",30
"알지 그리고",30
"몰라요 근데",30
"넌 역시",30
"왜 이런 짓을 한",30
"돌아다니는 거",30
"않을 거야 그래서",30
"사실이 있어",30
"우리 어렸을 때",30
"네 죄송합니다",30
"that door",30
"엄마한테 전화해서",30
"없어요 일단",30
"있어 없어",30
"있는지 확인하십시오",30
"있는지 확인해야",30
"쓰면 되지",30
"그냥 피곤해서",30
"ba ba",30
"이 여자 본",30
"더 커지기",30
"게 몇 개",30
"않을 거야 날",30
"뜻인 것",30
"신경 써야 할",30
"방금 그를",30
"못 된",30
"않았어 근데",30
"거면 빨리",30
"어떻게 된 일이지",30
"꺼내 줄",30
"네 집은",30
"몰라 그럴",30
"자주 오는",30
"제가 큰",30
"돕고 싶은데",30
"고통을 겪고",30
"you wanted to",30
"미안하다 하지만",30
"상황이 바뀌었어",30
"쫓고 있다는 걸",30
"당신은 누구",30
"차에 문제가",30
"넌 왜 이렇게",30
"거예요 누군가",30
"있어 저게",30
"절 정말",30
"말 안 해도 알지",30
"데 있는",30
"해줘 난",30
"듯한 기분이",30
"거예요 저기요",30
"날 그렇게 부르지",30
"알았는데 그래",30
"몸에 지니고",30
"계속 당신을",30
"온 것이냐",30
"당신을 아는",30
"힘이 좀",30
"간섭 안",30
"나이가 들면서",30
"전 잘못한",30
"그건 아닌 거",30
"나중에 다시 전화할게",30
"고마워요 뭘",30
"합니다 저는",30
"거예요 정말요",30
"쏘지 않았어요",30
"그리고 점점",30
"오 어서",30
"내 동생이고",30
"있다는 거잖아",30
"잘 풀리는",30
"없잖아 네가",30
"잠깐 나와",30
"있지 모든",30
"본 사람 있어요",30
"그거야 넌",30
"그럼 원하는 게",30
"길이 남을",30
"먼저 가볼게요",30
"소리 마라",30
"from that",30
"본 중에 가장",30
"없지 무슨",30
"더 G로 의식이 녹아드네",30
"난 진심이야",30
"데려다 드릴게요",30
"나도 그래서",30
"수치다 수치다",30
"커질 거야",30
"그런 경우는",30
"할까 하는데",30
