Item,Frequency
"어떻게 그럴 수 있어요",28
"그런 말에",28
"아빠 그",28
"네 응",28
"전문 변호사",28
"절 믿으셔야",28
"날 무시해",28
"난 당신이 생각하는",28
"왜 또 왔어",28
"정말 다행입니다",28
"편안하게 해",28
"시신을 못",28
"그쪽으로 가는",28
"다시 하지",28
"왜 멈춰",28
"그렇게 생각했지만",28
"분을 위해",28
"못 본지",28
"말이 맞는 거",28
"자기가 하고",28
"가서는 안",28
"건 다 하고",28
"이렇게 해야지",28
"가요 빨리",28
"충돌 주의 고도 낮음",28
"널 배신할",28
"이게 웬일이야",28
"거라고 한",28
"most of",28
"구하는 거",28
"이미 답을",28
"그리고 이번엔",28
"seen the",28
"하지만 뭐가",28
"신고할 수",28
"있지 않기",28
"일도 열심히",28
"배심원단 여러분",28
"넌 안돼",28
"어느 하나",28
"더 필요하다",28
"했다고 그래",28
"되잖아 그래",28
"think he''s",28
"왜 왔을까",28
"자꾸 나",28
"내 실력",28
"사람들 이",28
"친구가 아니다",28
"전화해야 할",28
"조종할 줄",28
"위해 애쓰고",28
"곳을 말해",28
"신나게 놀고",28
"해 주셔서 감사합니다",28
"도청 장치가",28
"아무 정보도",28
"그래서 앞으로",28
"또는 그의",28
"왜 있잖아",28
"이 남자에 대해",28
"이런 취급을",28
"것을 얻는다",28
"그녀는 그와",28
"didn''t tell",28
"거니까 그럼",28
"했다고 했어",28
"정말 하는",28
"있다고 생각해서",28
"꾸지 마요",28
"약을 먹지",28
"주 금요일에",28
"말은 그런 뜻이",28
"그렇게 중요해요",28
"우릴 도와줄 수",28
"이렇게 말씀하셨죠",28
"다 제 탓이에요",28
"짜증 낸다",28
"여러 사람을",28
"도쿄 중앙",28
"난 힘이",28
"당신은 해고예요",28
"확실히 내가",28
"시스템 작동",28
"잘 못하는",28
"약해지고 있어",28
"닥치라고 했지",28
"가까이 있고",28
"알 수 있을지도",28
"느낄 것이다",28
"못 읽는",28
"네가 뭘 했는지",28
"당신을 감옥에",28
"된 날",28
"가능성 있어요",28
"안 돼죠",28
"어디 있는지 모르겠어",28
"밖에 없지",28
"걸 느끼고",28
"친구 안녕",28
"시작도 하기 전에",28
"시작되는 거야",28
"몰랐어 그래",28
"끝났어 이",28
"아빠 뭐",28
"수 있는 거라면",28
"좀 부탁드리겠습니다",28
"살 때였어요",28
"샤피로 선생님이",28
"좋은 한",28
"쉴 곳을",28
"허준의 힘주는 신음",28
"정확히 말해서",28
"많이 가는",28
"맞아 그는",28
"병원 가자",28
"싶은 말씀이",28
"정말 대견하구나",28
"좋은지 알아",28
"애들이 널",28
"빠졌나 봐",28
"a love",28
"거 도와줄래",28
"자네는 여기서",28
"정말 유감이구나",28
"결정을 하는",28
"보낼 거고",28
"좋을 때나 나쁠",28
"당신이 바로 그",28
"오면 더",28
"가 보는 게",28
"살 소녀",28
"키 카드",28
"얼굴에 있는",28
"등록되지 않은",28
"꺾을 수",28
"거 들키면",28
"물어 볼게",28
"등에 칼을",28
"후에도 계속",28
"사람들에 대해서",28
"줄 알았는데 알고 보니",28
"다를 거라고",28
"미안해 미안하다고",28
"두 개와",28
"네가 본 건",28
"대한 관심이",28
"그건 사랑이",28
"돈 가진",28
"그건 어떻게 알았어",28
"어쩌면 너무",28
"하나는 잘",28
"못 만나요",28
"중이야 그럼",28
"꽤 중요한",28
"거죠 뭐",28
"내 말 들었어요",28
"우리 결혼하자",28
"내가 이겨",28
"건 아닌 것 같아",28
"내 말 똑똑히 들어",28
"감사합니다 좋습니다",28
"우리 중 일부는",28
"자기 목을",28
"계속 찍어",28
"테스트를 하고",28
"어떻게 확신해요",28
"love and",28
"수 없다 난",28
"가석방 없는",28
"함께 있는 것",28
"죄송합니다 죄송해요",28
"야 그거",28
"들어간 거예요",28
"죄송해요 다",28
"want her",28
"좋아하지 않는다고",28
"것과 같이",28
"투 겟",28
"가지 않습니다",28
"여전히 잘",28
"적 있는지",28
"아빠 노릇을",28
"좀 늦었어",28
"자리에 앉아요",28
"신경 쓰겠어",28
"우리 모든",28
"그렇다고 제가",28
"저도 동의합니다",28
"미스 북철",28
"여지가 없다고",28
"이렇게 하는게",28
"go for",28
"제안을 받아들일",28
"하지 마 우린",28
"걸 알아야지",28
"내 꺼",28
"나 있다",28
"물론 잘",28
"오빠 내가",28
"전 남자친구가",28
"이른 거",28
"뽑은 건",28
"온 것 같군",28
"먹고 있었어요",28
"우리 태양계의",28
"붙일 거야",28
"어떻게 작동하는",28
"이상하게 굴어",28
"꿈 꾸고",28
"어린애가 아니야",28
"일어나야 해요",28
"신념을 위해",28
"편하게 계세요",28
"아빠 말 들어",28
"내가 뭔 짓을",28
"그건 진짜가",28
"사람들은 그들의",28
"그건 그녀의",28
"잘 안됐어요",28
"잘 수 있어요",28
"내가 그러고",28
"그 중 어느 것도",28
"할 많은",28
"신원을 알 수",28
"없는 거니까",28
"그래 고맙다",28
"우리 인생",28
"들어 한",28
"대한 책임",28
"두 번째 남자",28
"나는 술을",28
"것도 모를",28
"봐 아무",28
"한 짓으로",28
"줄 알았대",28
"Your Mother",28
"거야 천천히",28
"누가 있다고",28
"넌 날 죽일",28
"만들어 줄 수 있어",28
"사건과 관련해",28
"어떻게 알고 왔어",28
"아끼는 걸",28
"경찰이 더",28
"그렇지 않아요 난",28
"사람들은 누구죠",28
"했어 두",28
"가면 어때",28
"키스한 거",28
"난 이 모든",28
"No matter",28
"우리가 너",28
"진짜 일을",28
"저는 집에",28
"우리가 놈들을",28
"말이 잘못",28
"어디 계셨나요",28
"돈 없어서",28
"뛸 때",28
"우리가 도와야",28
"한다고 말이야",28
"But they",28
"할 짓",28
"이유가 또",28
"벌어질 수",28
"했지만 전",28
"대해 말해줄",28
"Do not",28
"마지드 나사르를",28
"말이야 우리의",28
"어서 차에 타",28
"주려는 게",28
"내가 일찍",28
"먼저 왔어요",28
"해서는 안 된다",28
"딱 이렇게",28
"키스를 하고",28
"그럼 최소한",28
"거죠 오늘",28
"말이야 언제나",28
"좋아하지 않지만",28
"실망한 거",28
"나한테 그런 말",28
"서로 사랑해요",28
"필요할 것 같아서요",28
"확인한 거야",28
"말해 아니면",28
"나도 당신한테",28
"고통을 줄",28
"먼저 할게요",28
"우리가 나쁜",28
"할 말 있으면 해",28
"그렇지 우린",28
"풀릴 거예요",28
"건 아빠가",28
"농담 아니고",28
"저지르기 전에",28
"주고 싶었던",28
"그걸 바로",28
"그랬다고 생각했어",28
"봤어 어떻게",28
"더 버티면",28
"알잖아요 그",28
"그게 아니",28
"마음을 바꾸지",28
"저를 보세요",28
"거에요 그는",28
"두지 않는",28
"검사를 좀",28
"약속을 지킬 수",28
"태워 줘서",28
"다른 방법은 없어요",28
"떨어지는 거야",28
"마지막으로 보는",28
"개나 소나 다",28
"넌 끔찍한",28
"이걸 마시면",28
"잘 지내셔",28
"게 있긴 해",28
"일이야 왜",28
"딸 말이야",28
"사람 죽은",28
"좋아하는 색은",28
"우리가 하던",28
"우리 비밀",28
"전하고 싶은",28
"일리 있네",28
"두고 볼 순",28
"두고 싶어요",28
"블록 정도",28
"가게 돼",28
"해요 빨리",28
"아끼는 건",28
"한잔 사",28
"필요도 없었어",28
"오래 앉아",28
"걸 이해",28
"신발 신어",28
"아닙니다 아",28
"중에 누가 더",28
"Can''t Stop",28
"누구에게라도 도망치지",28
"내려 갔다",28
"의미심장한 음악이 계속된다",28
"우리가 말하는 것처럼",28
"내가 물어볼",28
"이름만 들어도",28
"수 있다고 생각했나",28
"주에 보자",28
"확인하러 왔어요",28
"당장 다시",28
"수 있다고 생각했지",28
"체포하러 온",28
"총을 버려",28
"수 없는 일",28
"게 있는 거",28
"진짜 장난",28
"now you",28
"거기 갔던",28
"돼요 모든",28
"우리는 할 수 있습니다",28
"모두 어디",28
"않는 이유가",28
"싫은 것",28
"더 많은 게",28
"보고 싶었단다",28
"그걸 이제야",28
"수 있다는 것도",28
"신부가 될",28
"전화해야 해요",28
"돈은 내",28
"그걸 먹으면",28
"방금 제가",28
"뭐야 내가",28
"모르겠어 c",28
"당신의 다른",28
"꿈 안",28
"세대에 걸쳐",28
"돼 뭐라고",28
"거 싫어하는 거",28
"잠시 시간 좀",28
"Translation by LastDayOfMay",28
"know that I",28
"어디가 아픈지",28
"밸리 시즌",28
"우리 전부를",28
"못한 것이",28
"휴대폰 위치",28
"인터뷰를 할",28
"버틸 수 있을까",28
"달 전쯤",28
"우리에게 이런",28
"아무도 뭐라고",28
"나와 안",28
"안녕하세요 내가",28
"심해지고 있어",28
"했다고 내가",28
"이만 실례하겠습니다",28
"했어 엄마",28
"내가 그 자리에",28
"가지고 있을 거야",28
"줄 알았어요 난",28
"think we should",28
"계속 가라",28
"저희 회사",28
"두려워 마",28
"수 있다면 얼마나",28
"않았어 우리는",28
"차 세우고",28
"정보를 주면",28
"네가 어느",28
"생각도 안 해",28
"시스템 작동음",28
"필요할 거요",28
"어디 숨었는지",28
"물론이지 고마워",28
"네가 어딜",28
"보장 번호",28
"어쩌다가 이렇게",28
"뱀파이어 다이어리",28
"갈 수 있으면",28
"말 같지",28
"좀 갈아입고",28
"있었어 지금",28
"우린 그렇지",28
"이름은 뭐예요",28
"주방에 있어",28
"우리가 안전하게",28
"하고 다니는지",28
"다 가져와",28
"필요한 일이",28
"충돌 주의 고도",28
"현실이 될",28
"싶어요 근데",28
"이제 자야지",28
"무릎이 안",28
"나에게 말을",28
"이 카드를",28
"Date on November",28
"때 빨리",28
"이미 죽었다",28
"싶었어요 그",28
"할 필요가 있어요",28
"돈을 더 많이",28
"무사할 수",28
"확인할 겁니다",28
"이미 했다",28
"건 좋은 거야",28
"그런가 보지",28
"정말 좋군요",28
"우리가 여기서 하는",28
"가지게 될",28
"알잖아 우리가",28
"그 전부터",28
"나 기억 안 나",28
"연락이 끊겼어요",28
"그만 가야겠다",28
"걸 도와",28
"그들은 너에게",28
"때 사용하는",28
"철컥 닫힌다",28
"열심히 일했어",28
"이름은 잭",28
"평생 단",28
"알다시피 우리",28
"싶을 때마다",28
"동의할 거야",28
"지난 일이잖아",28
"꺼내야 해요",28
