Item,Frequency
"당기는 거",14
"그는 좋은 사람이었다",14
"않는데 말이죠",14
"않다 그가",14
"당분간 조용히",14
"색깔 좀",14
"한 말이 맞았어",14
"we run",14
"당시 제",14
"않다는 건가요",14
"They''ve been",14
"언젠가 너는",14
"차를 두고",14
"않습니다 다시",14
"당신 거에요",14
"그거 하지 마",14
"함정일지도 몰라",14
"먹을 수 있고",14
"않아 나랑",14
"we stop",14
"않아 내게",14
"걸 구할",14
"않아 너희",14
"깨우고 싶지 않았어",14
"나는 본 적이 없다",14
"의견이 있는",14
"당신 꽤",14
"그래서 병원에",14
"않아 뭐라고",14
"나는 본 적이 있다",14
"않아 보이네요",14
"당신 남편에게",14
"않아 아마",14
"당신 노래를",14
"않아 어",14
"넌 모든걸",14
"넌 모든 게",14
"가장 역겨운",14
"샘웰 탈리",14
"않아 죽은",14
"어떻게 동시에",14
"전 실종",14
"있는데 널",14
"남아야 할",14
"당신은 아름다운",14
"거야 그렇게 해",14
"않아서 그냥",14
"그 뜻이야",14
"거야 그렇다",14
"않아야 해요",14
"we will be",14
"거야 그렇지 않아요",14
"생각 같네요",14
"않아요 그렇지",14
"그랬으면 좋겠군요",14
"나는 사랑을",14
"있는데 도움이",14
"않아요 당연히",14
"먹자 어서",14
"나는 그것을 원한다",14
"않아요 여긴",14
"않아요 이봐요",14
"않았 으면",14
"we''ll get",14
"나는 상관없어",14
"거야 그리고 우린",14
"남안왕 천세",14
"남안왕 천세 천세",14
"훈련을 할",14
"그대로 말할",14
"당신 물건은",14
"않습니다 당신이",14
"당신 물건이",14
"그대로 못",14
"거야 그만 좀",14
"꽁지 빠지게",14
"않았다는 걸 알아",14
"뭘 하려는 걸까",14
"언젠가는 우리가",14
"않았다면 내",14
"차에 타게",14
"생각 안 하는데",14
"합니다 여러분",14
"먼 거야",14
"뭘 하셨습니까",14
"않았어 나한테",14
"차에서 기다릴게요",14
"그 많은 돈이",14
"많아 보이는데",14
"그는 살인을",14
"당신 사랑하는",14
"그대로 하면",14
"크게 울린다",14
"밖에서 친",14
"것이기도 해",14
"그 많은 사람들",14
"않았어요 그가",14
"않았어요 그날",14
"가지고 있었나",14
"당신 상관이",14
"당신 생각에는",14
"않았어요 어떤",14
"내가 그렇게 말했어",14
"rather be",14
"내가 원하는 모든",14
"게 마음이",14
"전 잘못한 게",14
"않았을 거야 난",14
"당신 손에 달렸어요",14
"않았을 뿐이지",14
"당신 실력이",14
"그대의 이름에 꽃을피우고",14
"않았죠 우린",14
"당신 아내랑",14
"않았지 그리고",14
"않았지 내",14
"고급 차",14
"뭘 해드릴까요",14
"거야 그 여자",14
"않으려고 해",14
"것이다 제발",14
"당신 아빠가",14
"당신 아파트에서",14
"많아 여기",14
"않으면 나중에",14
"another piece of",14
"않으면 누가",14
"전 직원에게 알립니다 비상사태가",14
"않으면 둘",14
"곳마다 내 것을",14
"전 집으로",14
"그동안 무슨",14
"거야 나가서",14
"그래서 약을",14
"않으면 절",14
"밖에 있잖아요",14
"전 최근에",14
"먼저 당신",14
"먼저 당신을",14
"전 콜롬비아",14
"않으실 거죠",14
"그는 하지 않을",14
"생각 하시는지",14
"있습니다 저희가",14
"않은 겁니까",14
"당신 옆에서",14
"당신 예전",14
"먼저 들어",14
"전 하고",14
"있잖아요 이미",14
"크롤리 씨",14
"당신 이야기는",14
"거야 나머지는",14
"당신 일도",14
"그 말 하려고 했어",14
"거야 나보다",14
"어떻게 보일",14
"당신 일이에요",14
"for over",14
"합리적인 의심",14
"않을 거야 너는",14
"전과는 없어요",14
"분에 대한",14
"당신 재능을",14
"그는 함께",14
"생각나는 거 없어요",14
"합니다 그들은",14
"않을 거예요 우린",14
"그들 중 하나를",14
"Just don''t",14
"않을 건데",14
"않을 겁니다 이",14
"as I''m",14
"어떻게 살아야 하는지",14
"당신 줄",14
"당신 지금 어디 있어",14
"나는 아이들을",14
"않을 뿐이죠",14
"않을 수도 있죠",14
"그들도 우리처럼",14
"거야 그럼 내",14
"거야 난 아직",14
"않을거야 그리고",14
"그랬을 수도 있어요",14
"않을거야 만약",14
"전까진 말야",14
"당신 총을",14
"있는데 혼자",14
"않죠 당신은",14
"의미 없다는",14
"뭘해야 할지",14
"않지만 그래서",14
"않지만 그리고",14
"않지만 말이야",14
"당신 피를",14
"알 거야 난",14
"대통령 후보",14
"훔쳐 타고",14
"내가 원했던 것",14
"달빛 아래서",14
"그래서 여기 온 거예요",14
"알 만해",14
"큰 거래를",14
"어떻게 써요",14
"안타까운 한숨",14
"많이 죽었어",14
"한 몸이",14
"전문 지식이",14
"미국 AMC와 FOX사에 있습니다",14
"참 긴",14
"많아요 그럼",14
"알 수 있겠네요",14
"생각보다 꽤",14
"그들은 계획을",14
"딸을 구하기",14
"정말 볼",14
"아니고 여기",14
"당신과 아무",14
"알 수가 없었다",14
"있는지 궁금하네요",14
"넌 손을",14
"넌 생각지도",14
"당신과 얘기할",14
"알 수만",14
"알 수만 있다면",14
"전부 가져와",14
"몇 주가 걸릴",14
"당신과 있는",14
"공기 중",14
"반 블록",14
"넌 쉬어야 해",14
"알게 됐나요",14
"알게 됐다고",14
"어떻게 알고 온",14
"당신과 헤어지고",14
"그들은 그렇게 할",14
"알게 되는 건",14
"그들은 그렇지 않았다",14
"알게 되면 바로",14
"알게 되어서",14
"that why",14
"당신도 곧",14
"어떻게 알아냈어요",14
"전부 다 네",14
"미국 드라마 갤러리 자막",14
"알게 될 거야 하지만",14
"정말 사랑스럽구나",14
"그들은 나에게 말했다",14
"그들은 나와",14
"were trying",14
"먼저들 가",14
