Item,Frequency
"여기 있을 이유가 없어요",5
"도둑인 걸",5
"도둑이 이",5
"도둑이 어떻게",5
"도둑이 아닙니다",5
"여기 있을거니까",5
"여기 있을 필요도",5
"여기 있을게요 안",5
"도둑질 한",5
"도둑질 하고",5
"도둑질 같은",5
"그런 생각은 절대",5
"had them",5
"여기 있잖아 그래",5
"여기 있음 안 돼",5
"도둑질할 때",5
"여기 있잖아 그러니까",5
"도로 CCTV",5
"도려내지 않으면",5
"여기 있잖아요 제가",5
"여기 있잖아요 아빤 가세요",5
"여기 있잖아요 아빤",5
"여기 있잖아요 제가 그",5
"도로 가져다",5
"그런 생각을 하는 거야",5
"그런 생각을 하겠어",5
"여기 있지 않아도 돼",5
"여기 있지도 않아",5
"여기 있지도 못했어",5
"여기 있지도 않았을",5
"도로 교통",5
"도로 공사가",5
"도로 갖다놔",5
"도로 갖다 놓아라",5
"여기 자기",5
"도로 남쪽으로",5
"도로 끝에",5
"도로 근처에",5
"여기 자주 오는",5
"여기 자주 오나요",5
"도로 밀어",5
"도로 맞춰",5
"도로 근처",5
"그런 생각을 한 거야",5
"거의 다 끝나",5
"had the chance",5
"여기 잘 안",5
"여기 잠깐 앉아",5
"여기 잘했어",5
"여기 잔",5
"여기 잡아둘",5
"도로 상황이",5
"도로 바로",5
"여기 잭",5
"여기 재수",5
"여기 재미있는",5
"여기 장난",5
"여기 저기 전시해두는 게",5
"여기 저기 전시해두는",5
"여기 전",5
"도로 위를",5
"도로 옆에 있는",5
"그런 생각을 했는데",5
"거의 다 도착했어",5
"여기 접수하는 건데",5
"여기 접수하는",5
"여기 접수하는 건데 이",5
"도로 쪽을",5
"도로 쪽",5
"도로 줘",5
"여기 정말 멋지네요",5
"여기 정말 좋다",5
"여기 정말 많은 기억들이",5
"여기 정말 마음에",5
"여기 정말 좋은",5
"도로를 다",5
"도로로 갈",5
"도로는 안",5
"도로가 있어요",5
"그런 생각이 드셨나요",5
"your body from",5
"여기 존재하지",5
"여기 조용히",5
"도로를 벗어나",5
"여기 좀 도와 줘",5
"도로시 윌리엄스",5
"도로시 본은",5
"그런 생각이 들더군",5
"그런 생각이 들긴",5
"여기 좀 볼래",5
"여기 좀 봐라",5
"도로에서 영웅으로 죽겠어",5
"도로에서 영웅으로",5
"여기 좀 앉아봐",5
"도로에서 차를",5
"여기 좀 와봐",5
"도르 호텔",5
"도로에서 영웅으로 죽겠어 알았어",5
"도로시 윌리엄스예요",5
"그런 생각이 들",5
"여기 좋은 게",5
"여기 좌표가 표시되어",5
"여기 좋은데요",5
"여기 좌표가 표시되어 있어요",5
"도른 인들이 공격",5
"도른 인들이",5
"거의 다 됐어 다",5
"도른 인들이 공격 받았습니다",5
"여기 주소는",5
"그런 생각이 들었을",5
"여기 주인이야",5
"여기 주위에",5
"거의 다 됐어 이제",5
"거의 다 됐어 계속",5
"had to delete our",5
"had to delete",5
"What are you understanding",5
"I''m against",5
"여기 죽게",5
"여기 죽게 놔 둔건지",5
"여기 죽인다",5
"여기 죽게 놔",5
"도를 지나쳤어",5
"여기 지구",5
"여기 줄이",5
"그런 생각하는",5
"여기 지켜",5
"여기 지원이",5
"여기 직원들",5
"여기 지상에서",5
"거의 다 됐어요 이제",5
"여기 진술서가",5
"여기 직접",5
"여기 진짜 괜찮다",5
"여기 진짜 크다",5
"여기 진짜 좋다",5
"도리에 맞지",5
"그런 생활이",5
"도마뱀 같은",5
"거의 다 됐지",5
"여기 책",5
"여기 책임자잖아요",5
"여기 책임자인가",5
"도망 나왔는데",5
"거의 다 됐잖아",5
