Category,Type,Character1,Pinyin1,Frequency1,Character2,Pinyin2,Frequency2,Difficulty,Notes
Complex,Palatal-Retroflex: x-zh,需,xu1,36,蛛,zhu1,5,Hard,Alternating: 需需蛛需蛛蛛 (xu1-xu1-zhu1-xu1-zhu1-zhu1)
Complex,Retroflex-Palatal: sh-q,视,shi4,34,泣,qi4,7,Hard,Alternating: 视视泣视泣泣 (shi4-shi4-qi4-shi4-qi4-qi4)
Complex,Retroflex-Palatal: sh-q,失,shi1,33,七,qi1,8,Hard,Alternating: 失失七失七七 (shi1-shi1-qi1-shi1-qi1-qi1)
Complex,Retroflex-Palatal: sh-j,失,shi1,33,机,ji1,8,Hard,Alternating: 失失机失机机 (shi1-shi1-ji1-shi1-ji1-ji1)
Complex,Retroflex-Dental: zh-s,之,zhi1,31,嘶,si1,10,Hard,Alternating: 之之嘶之嘶嘶 (zhi1-zhi1-si1-zhi1-si1-si1)
Complex,Palatal-Retroflex: j-sh,句,ju4,31,束,shu4,10,Hard,Alternating: 句句束句束束 (ju4-ju4-shu4-ju4-shu4-shu4)
Complex,Retroflex-Dental: sh-s,术,shu4,30,宿,su4,11,Hard,Alternating: 术术宿术宿宿 (shu4-shu4-su4-shu4-su4-su4)
Complex,Retroflex-Palatal: ch-x,处,chu4,27,续,xu4,14,Hard,Alternating: 处处续处续续 (chu4-chu4-xu4-chu4-xu4-xu4)
Complex,Retroflex-Palatal: ch-q,处,chu4,27,趣,qu4,14,Hard,Alternating: 处处趣处趣趣 (chu4-chu4-qu4-chu4-qu4-qu4)
Complex,Palatal-Retroflex: j-sh,巨,ju4,27,数,shu4,14,Hard,Alternating: 巨巨数巨数数 (ju4-ju4-shu4-ju4-shu4-shu4)
Complex,Palatal-Retroflex: j-sh,举,ju3,38,属,shu3,2,Hard,Alternating: 举举属举属属 (ju3-ju3-shu3-ju3-shu3-shu3)
Complex,Palatal-Retroflex: j-zh,举,ju3,38,拄,zhu3,2,Hard,Alternating: 举举拄举拄拄 (ju3-ju3-zhu3-ju3-zhu3-zhu3)
Complex,Dental-Palatal: s-j,四,si4,37,剂,ji4,3,Hard,Alternating: 四四剂四剂剂 (si4-si4-ji4-si4-ji4-ji4)
Complex,Dental-Retroflex: s-sh,四,si4,37,式,shi4,3,Hard,Alternating: 四四式四式式 (si4-si4-shi4-si4-shi4-shi4)
Complex,Dental-Palatal: s-j,四,si4,37,既,ji4,3,Hard,Alternating: 四四既四既既 (si4-si4-ji4-si4-ji4-ji4)
Complex,Dental-Retroflex: s-sh,四,si4,37,示,shi4,3,Hard,Alternating: 四四示四示示 (si4-si4-shi4-si4-shi4-shi4)
Complex,Palatal-Retroflex: x-ch,息,xi1,35,哧,chi1,5,Hard,Alternating: 息息哧息哧哧 (xi1-xi1-chi1-xi1-chi1-chi1)
Complex,Palatal-Retroflex: x-zh,息,xi1,35,枝,zhi1,5,Hard,Alternating: 息息枝息枝枝 (xi1-xi1-zhi1-xi1-zhi1-zhi1)
Complex,Palatal-Retroflex: x-zh,息,xi1,35,蜘,zhi1,5,Hard,Alternating: 息息蜘息蜘蜘 (xi1-xi1-zhi1-xi1-zhi1-zhi1)
Complex,Retroflex-Palatal: sh-j,视,shi4,34,迹,ji4,6,Hard,Alternating: 视视迹视迹迹 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Retroflex-Palatal: sh-x,失,shi1,33,悉,xi1,7,Hard,Alternating: 失失悉失悉悉 (shi1-shi1-xi1-shi1-xi1-xi1)
Complex,Retroflex-Palatal: sh-x,失,shi1,33,膝,xi1,7,Hard,Alternating: 失失膝失膝膝 (shi1-shi1-xi1-shi1-xi1-xi1)
Complex,Palatal-Retroflex: j-zh,巨,ju4,27,助,zhu4,13,Hard,Alternating: 巨巨助巨助助 (ju4-ju4-zhu4-ju4-zhu4-zhu4)
Complex,Retroflex-Palatal: zh-j,止,zhi3,26,挤,ji3,14,Hard,Alternating: 止止挤止挤挤 (zhi3-zhi3-ji3-zhi3-ji3-ji3)
Complex,Palatal-Retroflex: j-ch,急,ji2,23,持,chi2,17,Hard,Alternating: 急急持急持持 (ji2-ji2-chi2-ji2-chi2-chi2)
Complex,Retroflex-Dental: zh-c,治,zhi4,22,刺,ci4,18,Hard,Alternating: 治治刺治刺刺 (zhi4-zhi4-ci4-zhi4-ci4-ci4)
Complex,Palatal-Dental: x-c,细,xi4,22,刺,ci4,18,Hard,Alternating: 细细刺细刺刺 (xi4-xi4-ci4-xi4-ci4-ci4)
Complex,Retroflex-Dental: zh-c,章,zhang1,38,仓,cang1,1,Hard,Alternating: 章章仓章仓仓 (zhang1-zhang1-cang1-zhang1-cang1-cang1)
Complex,Dental-Palatal: s-j,四,si4,37,寄,ji4,2,Hard,Alternating: 四四寄四寄寄 (si4-si4-ji4-si4-ji4-ji4)
Complex,Dental-Palatal: s-x,四,si4,37,戏,xi4,2,Hard,Alternating: 四四戏四戏戏 (si4-si4-xi4-si4-xi4-xi4)
Complex,Dental-Palatal: s-j,四,si4,37,计,ji4,2,Hard,Alternating: 四四计四计计 (si4-si4-ji4-si4-ji4-ji4)
Complex,Dental-Retroflex: s-sh,四,si4,37,饰,shi4,2,Hard,Alternating: 四四饰四饰饰 (si4-si4-shi4-si4-shi4-shi4)
Complex,Palatal-Dental: x-s,息,xi1,35,司,si1,4,Hard,Alternating: 息息司息司司 (xi1-xi1-si1-xi1-si1-si1)
Complex,Palatal-Retroflex: x-sh,息,xi1,35,湿,shi1,4,Hard,Alternating: 息息湿息湿湿 (xi1-xi1-shi1-xi1-shi1-shi1)
Complex,Retroflex-Dental: zh-z,钟,zhong1,35,棕,zong1,4,Hard,Alternating: 钟钟棕钟棕棕 (zhong1-zhong1-zong1-zhong1-zong1-zong1)
Complex,Retroflex-Palatal: ch-x,喘,chuan3,34,选,xuan3,5,Hard,Alternating: 喘喘选喘选选 (chuan3-chuan3-xuan3-chuan3-xuan3-xuan3)
Complex,Retroflex-Palatal: ch-x,传,chuan2,32,旋,xuan2,7,Hard,Alternating: 传传旋传旋旋 (chuan2-chuan2-xuan2-chuan2-xuan2-xuan2)
Complex,Retroflex-Palatal: zh-q,之,zhi1,31,七,qi1,8,Hard,Alternating: 之之七之七七 (zhi1-zhi1-qi1-zhi1-qi1-qi1)
Complex,Retroflex-Palatal: zh-j,之,zhi1,31,机,ji1,8,Hard,Alternating: 之之机之机机 (zhi1-zhi1-ji1-zhi1-ji1-ji1)
Complex,Palatal-Retroflex: j-sh,句,ju4,31,竖,shu4,8,Hard,Alternating: 句句竖句竖竖 (ju4-ju4-shu4-ju4-shu4-shu4)
Complex,Palatal-Dental: j-s,句,ju4,31,速,su4,8,Hard,Alternating: 句句速句速速 (ju4-ju4-su4-ju4-su4-su4)
Complex,Retroflex-Dental: sh-s,树,shu4,31,速,su4,8,Hard,Alternating: 树树速树速速 (shu4-shu4-su4-shu4-su4-su4)
Complex,Retroflex-Palatal: ch-j,处,chu4,27,剧,ju4,12,Hard,Alternating: 处处剧处剧剧 (chu4-chu4-ju4-chu4-ju4-ju4)
Complex,Palatal-Retroflex: j-ch,及,ji2,26,迟,chi2,13,Hard,Alternating: 及及迟及迟迟 (ji2-ji2-chi2-ji2-chi2-chi2)
Complex,Palatal-Retroflex: j-sh,急,ji2,23,石,shi2,16,Hard,Alternating: 急急石急石石 (ji2-ji2-shi2-ji2-shi2-shi2)
Complex,Retroflex-Palatal: sh-j,识,shi2,23,极,ji2,16,Hard,Alternating: 识识极识极极 (shi2-shi2-ji2-shi2-ji2-ji2)
Complex,Retroflex-Palatal: zh-j,治,zhi4,22,继,ji4,17,Hard,Alternating: 治治继治继继 (zhi4-zhi4-ji4-zhi4-ji4-ji4)
Complex,Dental-Palatal: s-q,四,si4,37,弃,qi4,1,Hard,Alternating: 四四弃四弃弃 (si4-si4-qi4-si4-qi4-qi4)
Complex,Dental-Palatal: s-j,四,si4,37,忌,ji4,1,Hard,Alternating: 四四忌四忌忌 (si4-si4-ji4-si4-ji4-ji4)
Complex,Dental-Retroflex: s-zh,四,si4,37,志,zhi4,1,Hard,Alternating: 四四志四志志 (si4-si4-zhi4-si4-zhi4-zhi4)
Complex,Dental-Retroflex: s-zh,四,si4,37,智,zhi4,1,Hard,Alternating: 四四智四智智 (si4-si4-zhi4-si4-zhi4-zhi4)
Complex,Dental-Retroflex: s-zh,四,si4,37,滞,zhi4,1,Hard,Alternating: 四四滞四滞滞 (si4-si4-zhi4-si4-zhi4-zhi4)
Complex,Dental-Retroflex: s-sh,四,si4,37,誓,shi4,1,Hard,Alternating: 四四誓四誓誓 (si4-si4-shi4-si4-shi4-shi4)
Complex,Dental-Retroflex: s-zh,四,si4,37,质,zhi4,1,Hard,Alternating: 四四质四质质 (si4-si4-zhi4-si4-zhi4-zhi4)
Complex,Dental-Palatal: s-x,四,si4,37,隙,xi4,1,Hard,Alternating: 四四隙四隙隙 (si4-si4-xi4-si4-xi4-xi4)
Complex,Palatal-Retroflex: x-sh,息,xi1,35,尸,shi1,3,Hard,Alternating: 息息尸息尸尸 (xi1-xi1-shi1-xi1-shi1-shi1)
Complex,Retroflex-Dental: zh-c,钟,zhong1,35,聪,cong1,3,Hard,Alternating: 钟钟聪钟聪聪 (zhong1-zhong1-cong1-zhong1-cong1-cong1)
Complex,Retroflex-Palatal: ch-j,喘,chuan3,34,卷,juan3,4,Hard,Alternating: 喘喘卷喘卷卷 (chuan3-chuan3-juan3-chuan3-juan3-juan3)
Complex,Retroflex-Palatal: sh-q,视,shi4,34,器,qi4,4,Hard,Alternating: 视视器视器器 (shi4-shi4-qi4-shi4-qi4-qi4)
Complex,Palatal-Retroflex: q-ch,期,qi1,33,哧,chi1,5,Hard,Alternating: 期期哧期哧哧 (qi1-qi1-chi1-qi1-chi1-chi1)
Complex,Palatal-Retroflex: q-zh,期,qi1,33,枝,zhi1,5,Hard,Alternating: 期期枝期枝枝 (qi1-qi1-zhi1-qi1-zhi1-zhi1)
Complex,Palatal-Retroflex: q-zh,期,qi1,33,蜘,zhi1,5,Hard,Alternating: 期期蜘期蜘蜘 (qi1-qi1-zhi1-qi1-zhi1-zhi1)
Complex,Retroflex-Palatal: ch-x,传,chuan2,32,悬,xuan2,6,Hard,Alternating: 传传悬传悬悬 (chuan2-chuan2-xuan2-chuan2-xuan2-xuan2)
Complex,Retroflex-Palatal: zh-x,之,zhi1,31,悉,xi1,7,Hard,Alternating: 之之悉之悉悉 (zhi1-zhi1-xi1-zhi1-xi1-xi1)
Complex,Retroflex-Palatal: zh-x,之,zhi1,31,膝,xi1,7,Hard,Alternating: 之之膝之膝膝 (zhi1-zhi1-xi1-zhi1-xi1-xi1)
Complex,Palatal-Retroflex: j-zh,句,ju4,31,柱,zhu4,7,Hard,Alternating: 句句柱句柱柱 (ju4-ju4-zhu4-ju4-zhu4-zhu4)
Complex,Retroflex-Dental: sh-s,深,shen1,31,森,sen1,7,Hard,Alternating: 深深森深森森 (shen1-shen1-sen1-shen1-sen1-sen1)
Complex,Retroflex-Dental: sh-s,术,shu4,30,速,su4,8,Hard,Alternating: 术术速术速速 (shu4-shu4-su4-shu4-su4-su4)
Complex,Retroflex-Palatal: sh-j,世,shi4,28,纪,ji4,10,Hard,Alternating: 世世纪世纪纪 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Retroflex-Dental: sh-c,始,shi3,28,此,ci3,10,Hard,Alternating: 始始此始此此 (shi3-shi3-ci3-shi3-ci3-ci3)
Complex,Retroflex-Dental: ch-s,处,chu4,27,宿,su4,11,Hard,Alternating: 处处宿处宿宿 (chu4-chu4-su4-chu4-su4-su4)
Complex,Retroflex-Palatal: sh-j,实,shi2,27,吉,ji2,11,Hard,Alternating: 实实吉实吉吉 (shi2-shi2-ji2-shi2-ji2-ji2)
Complex,Palatal-Dental: j-s,巨,ju4,27,宿,su4,11,Hard,Alternating: 巨巨宿巨宿宿 (ju4-ju4-su4-ju4-su4-su4)
Complex,Retroflex-Dental: sh-s,睡,shui4,27,岁,sui4,11,Hard,Alternating: 睡睡岁睡岁岁 (shui4-shui4-sui4-shui4-sui4-sui4)
Complex,Palatal-Retroflex: x-sh,需,xu1,36,殊,shu1,1,Hard,Alternating: 需需殊需殊殊 (xu1-xu1-shu1-xu1-shu1-shu1)
Complex,Palatal-Retroflex: x-sh,需,xu1,36,输,shu1,1,Hard,Alternating: 需需输需输输 (xu1-xu1-shu1-xu1-shu1-shu1)
Complex,Palatal-Retroflex: x-zh,息,xi1,35,吱,zhi1,2,Hard,Alternating: 息息吱息吱吱 (xi1-xi1-zhi1-xi1-zhi1-zhi1)
Complex,Palatal-Dental: x-s,息,xi1,35,撕,si1,2,Hard,Alternating: 息息撕息撕撕 (xi1-xi1-si1-xi1-si1-si1)
Complex,Palatal-Dental: x-z,息,xi1,35,滋,zi1,2,Hard,Alternating: 息息滋息滋滋 (xi1-xi1-zi1-xi1-zi1-zi1)
Complex,Palatal-Dental: x-s,息,xi1,35,私,si1,2,Hard,Alternating: 息息私息私私 (xi1-xi1-si1-xi1-si1-si1)
Complex,Retroflex-Palatal: sh-j,视,shi4,34,剂,ji4,3,Hard,Alternating: 视视剂视剂剂 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Retroflex-Palatal: sh-j,视,shi4,34,既,ji4,3,Hard,Alternating: 视视既视既既 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Retroflex-Dental: sh-s,失,shi1,33,司,si1,4,Hard,Alternating: 失失司失司司 (shi1-shi1-si1-shi1-si1-si1)
Complex,Retroflex-Palatal: sh-j,失,shi1,33,基,ji1,4,Hard,Alternating: 失失基失基基 (shi1-shi1-ji1-shi1-ji1-ji1)
Complex,Retroflex-Palatal: sh-j,失,shi1,33,讥,ji1,4,Hard,Alternating: 失失讥失讥讥 (shi1-shi1-ji1-shi1-ji1-ji1)
Complex,Palatal-Dental: q-s,期,qi1,33,司,si1,4,Hard,Alternating: 期期司期司司 (qi1-qi1-si1-qi1-si1-si1)
Complex,Palatal-Retroflex: q-sh,期,qi1,33,湿,shi1,4,Hard,Alternating: 期期湿期湿湿 (qi1-qi1-shi1-qi1-shi1-shi1)
Complex,Retroflex-Palatal: ch-q,传,chuan2,32,拳,quan2,5,Hard,Alternating: 传传拳传拳拳 (chuan2-chuan2-quan2-chuan2-quan2-quan2)
Complex,Retroflex-Palatal: ch-q,传,chuan2,32,权,quan2,5,Hard,Alternating: 传传权传权权 (chuan2-chuan2-quan2-chuan2-quan2-quan2)
Complex,Palatal-Dental: j-c,句,ju4,31,促,cu4,6,Hard,Alternating: 句句促句促促 (ju4-ju4-cu4-ju4-cu4-cu4)
Complex,Palatal-Retroflex: j-zh,句,ju4,31,祝,zhu4,6,Hard,Alternating: 句句祝句祝祝 (ju4-ju4-zhu4-ju4-zhu4-zhu4)
Complex,Retroflex-Dental: ch-s,抽,chou1,31,嗖,sou1,6,Hard,Alternating: 抽抽嗖抽嗖嗖 (chou1-chou1-sou1-chou1-sou1-sou1)
Complex,Retroflex-Dental: sh-c,树,shu4,31,促,cu4,6,Hard,Alternating: 树树促树促促 (shu4-shu4-cu4-shu4-cu4-cu4)
Complex,Retroflex-Palatal: sh-j,树,shu4,31,具,ju4,6,Hard,Alternating: 树树具树具具 (shu4-shu4-ju4-shu4-ju4-ju4)
Complex,Retroflex-Palatal: sh-j,树,shu4,31,据,ju4,6,Hard,Alternating: 树树据树据据 (shu4-shu4-ju4-shu4-ju4-ju4)
Complex,Retroflex-Palatal: sh-q,世,shi4,28,汽,qi4,9,Hard,Alternating: 世世汽世汽汽 (shi4-shi4-qi4-shi4-qi4-qi4)
Complex,Palatal-Retroflex: j-sh,巨,ju4,27,束,shu4,10,Hard,Alternating: 巨巨束巨束束 (ju4-ju4-shu4-ju4-shu4-shu4)
Complex,Palatal-Retroflex: j-sh,及,ji2,26,食,shi2,11,Hard,Alternating: 及及食及食食 (ji2-ji2-shi2-ji2-shi2-shi2)
Complex,Retroflex-Dental: ch-s,冲,chong1,20,松,song1,17,Hard,Alternating: 冲冲松冲松松 (chong1-chong1-song1-chong1-song1-song1)
Complex,Palatal-Dental: x-s,息,xi1,35,咝,si1,1,Hard,Alternating: 息息咝息咝咝 (xi1-xi1-si1-xi1-si1-si1)
Complex,Palatal-Dental: x-z,息,xi1,35,姿,zi1,1,Hard,Alternating: 息息姿息姿姿 (xi1-xi1-zi1-xi1-zi1-zi1)
Complex,Palatal-Retroflex: x-zh,息,xi1,35,汁,zhi1,1,Hard,Alternating: 息息汁息汁汁 (xi1-xi1-zhi1-xi1-zhi1-zhi1)
Complex,Palatal-Retroflex: x-sh,息,xi1,35,狮,shi1,1,Hard,Alternating: 息息狮息狮狮 (xi1-xi1-shi1-xi1-shi1-shi1)
Complex,Palatal-Dental: x-z,息,xi1,35,资,zi1,1,Hard,Alternating: 息息资息资资 (xi1-xi1-zi1-xi1-zi1-zi1)
Complex,Retroflex-Dental: zh-c,钟,zhong1,35,囱,cong1,1,Hard,Alternating: 钟钟囱钟囱囱 (zhong1-zhong1-cong1-zhong1-cong1-cong1)
Complex,Retroflex-Palatal: sh-j,视,shi4,34,寄,ji4,2,Hard,Alternating: 视视寄视寄寄 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Retroflex-Palatal: sh-x,视,shi4,34,戏,xi4,2,Hard,Alternating: 视视戏视戏戏 (shi4-shi4-xi4-shi4-xi4-xi4)
Complex,Retroflex-Palatal: sh-j,视,shi4,34,计,ji4,2,Hard,Alternating: 视视计视计计 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Retroflex-Palatal: sh-x,失,shi1,33,夕,xi1,3,Hard,Alternating: 失失夕失夕夕 (shi1-shi1-xi1-shi1-xi1-xi1)
Complex,Retroflex-Palatal: sh-q,失,shi1,33,妻,qi1,3,Hard,Alternating: 失失妻失妻妻 (shi1-shi1-qi1-shi1-qi1-qi1)
Complex,Retroflex-Palatal: sh-x,失,shi1,33,晰,xi1,3,Hard,Alternating: 失失晰失晰晰 (shi1-shi1-xi1-shi1-xi1-xi1)
Complex,Palatal-Retroflex: q-sh,期,qi1,33,尸,shi1,3,Hard,Alternating: 期期尸期尸尸 (qi1-qi1-shi1-qi1-shi1-shi1)
Complex,Palatal-Dental: j-s,句,ju4,31,肃,su4,5,Hard,Alternating: 句句肃句肃肃 (ju4-ju4-su4-ju4-su4-su4)
Complex,Retroflex-Dental: sh-s,树,shu4,31,肃,su4,5,Hard,Alternating: 树树肃树肃肃 (shu4-shu4-su4-shu4-su4-su4)
Complex,Retroflex-Dental: sh-c,术,shu4,30,促,cu4,6,Hard,Alternating: 术术促术促促 (shu4-shu4-cu4-shu4-cu4-cu4)
Complex,Retroflex-Palatal: sh-j,术,shu4,30,具,ju4,6,Hard,Alternating: 术术具术具具 (shu4-shu4-ju4-shu4-ju4-ju4)
Complex,Retroflex-Palatal: sh-j,术,shu4,30,据,ju4,6,Hard,Alternating: 术术据术据据 (shu4-shu4-ju4-shu4-ju4-ju4)
Complex,Retroflex-Palatal: sh-j,世,shi4,28,寂,ji4,8,Hard,Alternating: 世世寂世寂寂 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Retroflex-Palatal: sh-j,世,shi4,28,际,ji4,8,Hard,Alternating: 世世际世际际 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Retroflex-Palatal: sh-x,始,shi3,28,洗,xi3,8,Hard,Alternating: 始始洗始洗洗 (shi3-shi3-xi3-shi3-xi3-xi3)
Complex,Retroflex-Palatal: sh-q,实,shi2,27,骑,qi2,9,Hard,Alternating: 实实骑实骑骑 (shi2-shi2-qi2-shi2-qi2-qi2)
Complex,Retroflex-Dental: zh-c,止,zhi3,26,此,ci3,10,Hard,Alternating: 止止此止此此 (zhi3-zhi3-ci3-zhi3-ci3-ci3)
Complex,Palatal-Retroflex: j-ch,急,ji2,23,迟,chi2,13,Hard,Alternating: 急急迟急迟迟 (ji2-ji2-chi2-ji2-chi2-chi2)
Complex,Retroflex-Palatal: zh-x,治,zhi4,22,系,xi4,14,Hard,Alternating: 治治系治系系 (zhi4-zhi4-xi4-zhi4-xi4-xi4)
Complex,Palatal-Retroflex: x-sh,细,xi4,22,试,shi4,14,Hard,Alternating: 细细试细试试 (xi4-xi4-shi4-xi4-shi4-shi4)
Complex,Retroflex-Palatal: sh-q,视,shi4,34,弃,qi4,1,Hard,Alternating: 视视弃视弃弃 (shi4-shi4-qi4-shi4-qi4-qi4)
Complex,Retroflex-Palatal: sh-j,视,shi4,34,忌,ji4,1,Hard,Alternating: 视视忌视忌忌 (shi4-shi4-ji4-shi4-ji4-ji4)
Complex,Retroflex-Palatal: sh-x,视,shi4,34,隙,xi4,1,Hard,Alternating: 视视隙视隙隙 (shi4-shi4-xi4-shi4-xi4-xi4)
Complex,Retroflex-Dental: sh-s,视,shi4,34,饲,si4,1,Hard,Alternating: 视视饲视饲饲 (shi4-shi4-si4-shi4-si4-si4)
Complex,Retroflex-Palatal: sh-j,失,shi1,33,叽,ji1,2,Hard,Alternating: 失失叽失叽叽 (shi1-shi1-ji1-shi1-ji1-ji1)
Complex,Retroflex-Palatal: sh-j,失,shi1,33,姬,ji1,2,Hard,Alternating: 失失姬失姬姬 (shi1-shi1-ji1-shi1-ji1-ji1)
Complex,Retroflex-Dental: sh-s,失,shi1,33,撕,si1,2,Hard,Alternating: 失失撕失撕撕 (shi1-shi1-si1-shi1-si1-si1)
Complex,Retroflex-Dental: sh-z,失,shi1,33,滋,zi1,2,Hard,Alternating: 失失滋失滋滋 (shi1-shi1-zi1-shi1-zi1-zi1)
Complex,Retroflex-Dental: sh-s,失,shi1,33,私,si1,2,Hard,Alternating: 失失私失私私 (shi1-shi1-si1-shi1-si1-si1)
Complex,Retroflex-Palatal: sh-x,失,shi1,33,稀,xi1,2,Hard,Alternating: 失失稀失稀稀 (shi1-shi1-xi1-shi1-xi1-xi1)
Complex,Palatal-Retroflex: q-zh,期,qi1,33,吱,zhi1,2,Hard,Alternating: 期期吱期吱吱 (qi1-qi1-zhi1-qi1-zhi1-zhi1)
Complex,Palatal-Dental: q-s,期,qi1,33,撕,si1,2,Hard,Alternating: 期期撕期撕撕 (qi1-qi1-si1-qi1-si1-si1)
Complex,Palatal-Dental: q-z,期,qi1,33,滋,zi1,2,Hard,Alternating: 期期滋期滋滋 (qi1-qi1-zi1-qi1-zi1-zi1)
Complex,Palatal-Dental: q-s,期,qi1,33,私,si1,2,Hard,Alternating: 期期私期私私 (qi1-qi1-si1-qi1-si1-si1)
Complex,Retroflex-Dental: zh-s,之,zhi1,31,司,si1,4,Hard,Alternating: 之之司之司司 (zhi1-zhi1-si1-zhi1-si1-si1)
Complex,Retroflex-Palatal: zh-j,之,zhi1,31,基,ji1,4,Hard,Alternating: 之之基之基基 (zhi1-zhi1-ji1-zhi1-ji1-ji1)
Complex,Retroflex-Palatal: zh-j,之,zhi1,31,讥,ji1,4,Hard,Alternating: 之之讥之讥讥 (zhi1-zhi1-ji1-zhi1-ji1-ji1)
Complex,Retroflex-Palatal: sh-x,树,shu4,31,绪,xu4,4,Hard,Alternating: 树树绪树绪绪 (shu4-shu4-xu4-shu4-xu4-xu4)
Complex,Retroflex-Dental: sh-s,术,shu4,30,肃,su4,5,Hard,Alternating: 术术肃术肃肃 (shu4-shu4-su4-shu4-su4-su4)
Complex,Retroflex-Palatal: sh-q,世,shi4,28,泣,qi4,7,Hard,Alternating: 世世泣世泣泣 (shi4-shi4-qi4-shi4-qi4-qi4)
Complex,Retroflex-Dental: ch-s,处,chu4,27,速,su4,8,Hard,Alternating: 处处速处速速 (chu4-chu4-su4-chu4-su4-su4)
Complex,Palatal-Retroflex: j-sh,巨,ju4,27,竖,shu4,8,Hard,Alternating: 巨巨竖巨竖竖 (ju4-ju4-shu4-ju4-shu4-shu4)
Complex,Palatal-Dental: j-s,巨,ju4,27,速,su4,8,Hard,Alternating: 巨巨速巨速速 (ju4-ju4-su4-ju4-su4-su4)
Complex,Retroflex-Palatal: zh-q,主,zhu3,25,取,qu3,10,Hard,Alternating: 主主取主取取 (zhu3-zhu3-qu3-zhu3-qu3-qu3)
Complex,Palatal-Retroflex: x-zh,细,xi4,22,制,zhi4,13,Hard,Alternating: 细细制细制制 (xi4-xi4-zhi4-xi4-zhi4-zhi4)
Complex,Palatal-Retroflex: x-zh,细,xi4,22,置,zhi4,13,Hard,Alternating: 细细置细置置 (xi4-xi4-zhi4-xi4-zhi4-zhi4)
Complex,Retroflex-Palatal: zh-j,纸,zhi3,21,挤,ji3,14,Hard,Alternating: 纸纸挤纸挤挤 (zhi3-zhi3-ji3-zhi3-ji3-ji3)
Complex,Dental-Palatal: c-j,刺,ci4,18,继,ji4,17,Hard,Alternating: 刺刺继刺继继 (ci4-ci4-ji4-ci4-ji4-ji4)
Complex,Retroflex-Palatal: sh-x,失,shi1,33,兮,xi1,1,Hard,Alternating: 失失兮失兮兮 (shi1-shi1-xi1-shi1-xi1-xi1)
Complex,Retroflex-Palatal: sh-q,失,shi1,33,凄,qi1,1,Hard,Alternating: 失失凄失凄凄 (shi1-shi1-qi1-shi1-qi1-qi1)
Complex,Retroflex-Dental: sh-s,失,shi1,33,咝,si1,1,Hard,Alternating: 失失咝失咝咝 (shi1-shi1-si1-shi1-si1-si1)
Complex,Retroflex-Palatal: sh-x,失,shi1,33,嘻,xi1,1,Hard,Alternating: 失失嘻失嘻嘻 (shi1-shi1-xi1-shi1-xi1-xi1)
Complex,Retroflex-Dental: sh-z,失,shi1,33,姿,zi1,1,Hard,Alternating: 失失姿失姿姿 (shi1-shi1-zi1-shi1-zi1-zi1)
Complex,Retroflex-Palatal: sh-x,失,shi1,33,惜,xi1,1,Hard,Alternating: 失失惜失惜惜 (shi1-shi1-xi1-shi1-xi1-xi1)
Complex,Retroflex-Palatal: sh-q,失,shi1,33,戚,qi1,1,Hard,Alternating: 失失戚失戚戚 (shi1-shi1-qi1-shi1-qi1-qi1)
Complex,Retroflex-Palatal: sh-q,失,shi1,33,栖,qi1,1,Hard,Alternating: 失失栖失栖栖 (shi1-shi1-qi1-shi1-qi1-qi1)
Complex,Retroflex-Palatal: sh-x,失,shi1,33,熄,xi1,1,Hard,Alternating: 失失熄失熄熄 (shi1-shi1-xi1-shi1-xi1-xi1)
Complex,Retroflex-Palatal: sh-j,失,shi1,33,稽,ji1,1,Hard,Alternating: 失失稽失稽稽 (shi1-shi1-ji1-shi1-ji1-ji1)
Complex,Retroflex-Palatal: sh-j,失,shi1,33,肌,ji1,1,Hard,Alternating: 失失肌失肌肌 (shi1-shi1-ji1-shi1-ji1-ji1)
Complex,Retroflex-Dental: sh-z,失,shi1,33,资,zi1,1,Hard,Alternating: 失失资失资资 (shi1-shi1-zi1-shi1-zi1-zi1)
Complex,Retroflex-Palatal: sh-j,失,shi1,33,鸡,ji1,1,Hard,Alternating: 失失鸡失鸡鸡 (shi1-shi1-ji1-shi1-ji1-ji1)
Complex,Palatal-Dental: q-s,期,qi1,33,咝,si1,1,Hard,Alternating: 期期咝期咝咝 (qi1-qi1-si1-qi1-si1-si1)
Complex,Palatal-Dental: q-z,期,qi1,33,姿,zi1,1,Hard,Alternating: 期期姿期姿姿 (qi1-qi1-zi1-qi1-zi1-zi1)
Complex,Palatal-Retroflex: q-zh,期,qi1,33,汁,zhi1,1,Hard,Alternating: 期期汁期汁汁 (qi1-qi1-zhi1-qi1-zhi1-zhi1)
Complex,Palatal-Retroflex: q-sh,期,qi1,33,狮,shi1,1,Hard,Alternating: 期期狮期狮狮 (qi1-qi1-shi1-qi1-shi1-shi1)
Complex,Palatal-Dental: q-z,期,qi1,33,资,zi1,1,Hard,Alternating: 期期资期资资 (qi1-qi1-zi1-qi1-zi1-zi1)
